"N2.mean.sqmeter";"N2.sem.sqmeter"
"2007";501;88,6622805932714
"2008";1530;295,008474454548
"2009";813;241,141037569303
"2010";540;168,107108713463
"2011";378;118,4229707447
"2012";513;90,9340420304739
