"B2.mean.sqmeter";"B2.sem.sqmeter"
"2007";7,80826423232835;4,08320417360396
"2008";29,4853656892005;8,71226363232366
"2009";41,2832864510881;13,2927979184844
"2010";49,1740931578842;13,9256632149185
"2011";13,8177922979642;7,78261174668823
"2012";8,65623950117545;5,39291199573877
