year;tidal_level;sample
2008;middle;MG3
2008;middle;MG1
2008;middle;MG4
2008;middle;MG1
2008;middle;MG2
2008;middle;MG5
2008;middle;MG5
2008;middle;MG5
2008;middle;MG1
2008;middle;MG5
2008;middle;MG3
2008;middle;MG5
2008;middle;MG5
2008;middle;MG2
2008;middle;MG2
2008;middle;MG2
2008;middle;MG5
2008;middle;MG3
2008;middle;MG4
2008;middle;MG2
2008;middle;MG4
2008;middle;MG3
2008;middle;MG4
2008;low;MG6+7+10
2008;low;MG6+7+10
2008;low;MG6+7+10
2008;low;MG6+7+10
