sea;area;tidal_zone;mareographic;size_class;year;percentage
White;razrez2;low_beatch;hydrographical_datum;(16,17];1993;2
White;razrez2;low_beatch;hydrographical_datum;(17,18];1993;2
White;razrez2;low_beatch;hydrographical_datum;(18,19];1993;2
White;razrez2;low_beatch;hydrographical_datum;(19,20];1993;2
White;razrez2;low_beatch;hydrographical_datum;(1,2];1994;4
White;razrez2;low_beatch;hydrographical_datum;(2,3];1994;11
White;razrez2;low_beatch;hydrographical_datum;(3,4];1994;9
White;razrez2;low_beatch;hydrographical_datum;(4,5];1994;10
White;razrez2;low_beatch;hydrographical_datum;(5,6];1994;5
White;razrez2;low_beatch;hydrographical_datum;(6,7];1994;8
White;razrez2;low_beatch;hydrographical_datum;(7,8];1994;11
White;razrez2;low_beatch;hydrographical_datum;(8,9];1994;14
White;razrez2;low_beatch;hydrographical_datum;(9,10];1994;5
White;razrez2;low_beatch;hydrographical_datum;(10,11];1994;4
White;razrez2;low_beatch;hydrographical_datum;(11,12];1994;4
White;razrez2;low_beatch;hydrographical_datum;(12,13];1994;2
White;razrez2;low_beatch;hydrographical_datum;(13,14];1994;2
White;razrez2;low_beatch;hydrographical_datum;(14,15];1994;2
White;razrez2;low_beatch;hydrographical_datum;(15,16];1994;5
White;razrez2;low_beatch;hydrographical_datum;(16,17];1994;0
White;razrez2;low_beatch;hydrographical_datum;(17,18];1994;2
White;razrez2;low_beatch;hydrographical_datum;(18,19];1994;1
White;razrez2;low_beatch;hydrographical_datum;(19,20];1994;0
White;razrez2;low_beatch;hydrographical_datum;(1,2];1995;12
White;razrez2;low_beatch;hydrographical_datum;(2,3];1995;13
White;razrez2;low_beatch;hydrographical_datum;(3,4];1995;9
White;razrez2;low_beatch;hydrographical_datum;(4,5];1995;7
White;razrez2;low_beatch;hydrographical_datum;(5,6];1995;6
White;razrez2;low_beatch;hydrographical_datum;(6,7];1995;6
White;razrez2;low_beatch;hydrographical_datum;(7,8];1995;4
White;razrez2;low_beatch;hydrographical_datum;(8,9];1995;4
White;razrez2;low_beatch;hydrographical_datum;(9,10];1995;5
White;razrez2;low_beatch;hydrographical_datum;(10,11];1995;7
White;razrez2;low_beatch;hydrographical_datum;(11,12];1995;7
White;razrez2;low_beatch;hydrographical_datum;(12,13];1995;6
White;razrez2;low_beatch;hydrographical_datum;(13,14];1995;4
White;razrez2;low_beatch;hydrographical_datum;(14,15];1995;7
White;razrez2;low_beatch;hydrographical_datum;(15,16];1995;0
White;razrez2;low_beatch;hydrographical_datum;(16,17];1995;1
White;razrez2;low_beatch;hydrographical_datum;(17,18];1995;1
White;razrez2;low_beatch;hydrographical_datum;(18,19];1995;0
White;razrez2;low_beatch;hydrographical_datum;(19,20];1995;0
White;razrez2;low_beatch;hydrographical_datum;(1,2];1996;3
White;razrez2;low_beatch;hydrographical_datum;(2,3];1996;6
White;razrez2;low_beatch;hydrographical_datum;(3,4];1996;4
White;razrez2;low_beatch;hydrographical_datum;(4,5];1996;11
White;razrez2;low_beatch;hydrographical_datum;(5,6];1996;4
White;razrez2;low_beatch;hydrographical_datum;(6,7];1996;6
White;razrez2;low_beatch;hydrographical_datum;(7,8];1996;8
White;razrez2;low_beatch;hydrographical_datum;(8,9];1996;10
White;razrez2;low_beatch;hydrographical_datum;(9,10];1996;6
White;razrez2;low_beatch;hydrographical_datum;(10,11];1996;6
White;razrez2;low_beatch;hydrographical_datum;(11,12];1996;11
White;razrez2;low_beatch;hydrographical_datum;(12,13];1996;4
White;razrez2;low_beatch;hydrographical_datum;(13,14];1996;9
White;razrez2;low_beatch;hydrographical_datum;(14,15];1996;4
White;razrez2;low_beatch;hydrographical_datum;(15,16];1996;3
White;razrez2;low_beatch;hydrographical_datum;(16,17];1996;1
White;razrez2;low_beatch;hydrographical_datum;(17,18];1996;1
White;razrez2;low_beatch;hydrographical_datum;(18,19];1996;2
White;razrez2;low_beatch;hydrographical_datum;(19,20];1996;1
White;razrez2;low_beatch;hydrographical_datum;(1,2];1997;12
White;razrez2;low_beatch;hydrographical_datum;(2,3];1997;11
White;razrez2;low_beatch;hydrographical_datum;(3,4];1997;3
White;razrez2;low_beatch;hydrographical_datum;(4,5];1997;3
White;razrez2;low_beatch;hydrographical_datum;(5,6];1997;1
White;razrez2;low_beatch;hydrographical_datum;(6,7];1997;1
White;razrez2;low_beatch;hydrographical_datum;(7,8];1997;5
White;razrez2;low_beatch;hydrographical_datum;(8,9];1997;9
White;razrez2;low_beatch;hydrographical_datum;(9,10];1997;13
White;razrez2;low_beatch;hydrographical_datum;(10,11];1997;9
White;razrez2;low_beatch;hydrographical_datum;(11,12];1997;7
White;razrez2;low_beatch;hydrographical_datum;(12,13];1997;6
White;razrez2;low_beatch;hydrographical_datum;(13,14];1997;5
White;razrez2;low_beatch;hydrographical_datum;(14,15];1997;7
White;razrez2;low_beatch;hydrographical_datum;(15,16];1997;2
White;razrez2;low_beatch;hydrographical_datum;(16,17];1997;3
White;razrez2;low_beatch;hydrographical_datum;(17,18];1997;1
White;razrez2;low_beatch;hydrographical_datum;(18,19];1997;1
White;razrez2;low_beatch;hydrographical_datum;(19,20];1997;1
White;razrez2;low_beatch;hydrographical_datum;(1,2];1998;27
White;razrez2;low_beatch;hydrographical_datum;(2,3];1998;15
White;razrez2;low_beatch;hydrographical_datum;(3,4];1998;4
White;razrez2;low_beatch;hydrographical_datum;(4,5];1998;3
White;razrez2;low_beatch;hydrographical_datum;(5,6];1998;3
White;razrez2;low_beatch;hydrographical_datum;(6,7];1998;3
White;razrez2;low_beatch;hydrographical_datum;(7,8];1998;1
White;razrez2;low_beatch;hydrographical_datum;(8,9];1998;2
White;razrez2;low_beatch;hydrographical_datum;(9,10];1998;4
White;razrez2;low_beatch;hydrographical_datum;(10,11];1998;9
White;razrez2;low_beatch;hydrographical_datum;(11,12];1998;2
White;razrez2;low_beatch;hydrographical_datum;(12,13];1998;8
White;razrez2;low_beatch;hydrographical_datum;(13,14];1998;9
White;razrez2;low_beatch;hydrographical_datum;(14,15];1998;3
White;razrez2;low_beatch;hydrographical_datum;(15,16];1998;3
White;razrez2;low_beatch;hydrographical_datum;(16,17];1998;2
White;razrez2;low_beatch;hydrographical_datum;(17,18];1998;1
White;razrez2;low_beatch;hydrographical_datum;(18,19];1998;1
White;razrez2;low_beatch;hydrographical_datum;(19,20];1998;1
White;razrez2;low_beatch;hydrographical_datum;(1,2];1999;57
White;razrez2;low_beatch;hydrographical_datum;(2,3];1999;8
White;razrez2;low_beatch;hydrographical_datum;(3,4];1999;6
White;razrez2;low_beatch;hydrographical_datum;(4,5];1999;7
White;razrez2;low_beatch;hydrographical_datum;(5,6];1999;3
White;razrez2;low_beatch;hydrographical_datum;(6,7];1999;2
White;razrez2;low_beatch;hydrographical_datum;(7,8];1999;2
White;razrez2;low_beatch;hydrographical_datum;(8,9];1999;2
White;razrez2;low_beatch;hydrographical_datum;(9,10];1999;2
White;razrez2;low_beatch;hydrographical_datum;(10,11];1999;1
White;razrez2;low_beatch;hydrographical_datum;(11,12];1999;1
White;razrez2;low_beatch;hydrographical_datum;(12,13];1999;2
White;razrez2;low_beatch;hydrographical_datum;(13,14];1999;2
White;razrez2;low_beatch;hydrographical_datum;(14,15];1999;3
White;razrez2;low_beatch;hydrographical_datum;(15,16];1999;2
White;razrez2;low_beatch;hydrographical_datum;(16,17];1999;1
White;razrez2;low_beatch;hydrographical_datum;(17,18];1999;0
White;razrez2;low_beatch;hydrographical_datum;(18,19];1999;0
White;razrez2;low_beatch;hydrographical_datum;(19,20];1999;0
White;razrez2;low_beatch;hydrographical_datum;(1,2];2000;32
White;razrez2;low_beatch;hydrographical_datum;(2,3];2000;19
White;razrez2;low_beatch;hydrographical_datum;(3,4];2000;11
White;razrez2;low_beatch;hydrographical_datum;(4,5];2000;5
White;razrez2;low_beatch;hydrographical_datum;(5,6];2000;6
White;razrez2;low_beatch;hydrographical_datum;(6,7];2000;4
White;razrez2;low_beatch;hydrographical_datum;(7,8];2000;4
White;razrez2;low_beatch;hydrographical_datum;(8,9];2000;3
White;razrez2;low_beatch;hydrographical_datum;(9,10];2000;4
White;razrez2;low_beatch;hydrographical_datum;(10,11];2000;2
White;razrez2;low_beatch;hydrographical_datum;(11,12];2000;1
White;razrez2;low_beatch;hydrographical_datum;(12,13];2000;3
White;razrez2;low_beatch;hydrographical_datum;(13,14];2000;1
White;razrez2;low_beatch;hydrographical_datum;(14,15];2000;1
White;razrez2;low_beatch;hydrographical_datum;(15,16];2000;2
White;razrez2;low_beatch;hydrographical_datum;(16,17];2000;1
White;razrez2;low_beatch;hydrographical_datum;(17,18];2000;0
White;razrez2;low_beatch;hydrographical_datum;(18,19];2000;0
White;razrez2;low_beatch;hydrographical_datum;(19,20];2000;0
White;razrez2;low_beatch;hydrographical_datum;(1,2];2002;28
White;razrez2;low_beatch;hydrographical_datum;(2,3];2002;11
White;razrez2;low_beatch;hydrographical_datum;(3,4];2002;4
White;razrez2;low_beatch;hydrographical_datum;(4,5];2002;13
White;razrez2;low_beatch;hydrographical_datum;(5,6];2002;2
White;razrez2;low_beatch;hydrographical_datum;(6,7];2002;9
White;razrez2;low_beatch;hydrographical_datum;(7,8];2002;6
White;razrez2;low_beatch;hydrographical_datum;(8,9];2002;2
White;razrez2;low_beatch;hydrographical_datum;(9,10];2002;7
White;razrez2;low_beatch;hydrographical_datum;(10,11];2002;2
White;razrez2;low_beatch;hydrographical_datum;(11,12];2002;4
White;razrez2;low_beatch;hydrographical_datum;(12,13];2002;4
White;razrez2;low_beatch;hydrographical_datum;(13,14];2002;6
White;razrez2;low_beatch;hydrographical_datum;(14,15];2002;0
White;razrez2;low_beatch;hydrographical_datum;(15,16];2002;0
White;razrez2;low_beatch;hydrographical_datum;(16,17];2002;0
White;razrez2;low_beatch;hydrographical_datum;(17,18];2002;0
White;razrez2;low_beatch;hydrographical_datum;(18,19];2002;2
White;razrez2;low_beatch;hydrographical_datum;(19,20];2002;2
White;ZRS;middle;middle;(1,2];1994;1
White;ZRS;middle;middle;(2,3];1994;26
White;ZRS;middle;middle;(3,4];1994;11
White;ZRS;middle;middle;(4,5];1994;7
White;ZRS;middle;middle;(5,6];1994;3
White;ZRS;middle;middle;(6,7];1994;4
White;ZRS;middle;middle;(7,8];1994;1
White;ZRS;middle;middle;(8,9];1994;7
White;ZRS;middle;middle;(9,10];1994;11
White;ZRS;middle;middle;(10,11];1994;12
White;ZRS;middle;middle;(11,12];1994;6
White;ZRS;middle;middle;(12,13];1994;1
White;ZRS;middle;middle;(13,14];1994;0
White;ZRS;middle;middle;(14,15];1994;1
White;ZRS;middle;middle;(15,16];1994;3
White;ZRS;middle;middle;(16,17];1994;3
White;ZRS;middle;middle;(17,18];1994;0
White;ZRS;middle;middle;(18,19];1994;1
White;ZRS;middle;middle;(19,20];1994;1
White;ZRS;middle;middle;(1,2];1995;4
White;ZRS;middle;middle;(2,3];1995;6
White;ZRS;middle;middle;(3,4];1995;7
White;ZRS;middle;middle;(4,5];1995;1
White;ZRS;middle;middle;(5,6];1995;4
White;ZRS;middle;middle;(6,7];1995;14
White;ZRS;middle;middle;(7,8];1995;9
White;ZRS;middle;middle;(8,9];1995;14
White;ZRS;middle;middle;(9,10];1995;5
White;ZRS;middle;middle;(10,11];1995;2
White;ZRS;middle;middle;(11,12];1995;5
White;ZRS;middle;middle;(12,13];1995;11
White;ZRS;middle;middle;(13,14];1995;3
White;ZRS;middle;middle;(14,15];1995;9
White;ZRS;middle;middle;(15,16];1995;4
White;ZRS;middle;middle;(16,17];1995;0
White;ZRS;middle;middle;(17,18];1995;0
White;ZRS;middle;middle;(18,19];1995;0
White;ZRS;middle;middle;(19,20];1995;0
White;ZRS;middle;middle;(1,2];1996;0
White;ZRS;middle;middle;(2,3];1996;4
White;ZRS;middle;middle;(3,4];1996;10
White;ZRS;middle;middle;(4,5];1996;6
White;ZRS;middle;middle;(5,6];1996;2
White;ZRS;middle;middle;(6,7];1996;4
White;ZRS;middle;middle;(7,8];1996;6
White;ZRS;middle;middle;(8,9];1996;12
White;ZRS;middle;middle;(9,10];1996;17
White;ZRS;middle;middle;(10,11];1996;13
White;ZRS;middle;middle;(11,12];1996;0
White;ZRS;middle;middle;(12,13];1996;8
White;ZRS;middle;middle;(13,14];1996;4
White;ZRS;middle;middle;(14,15];1996;12
White;ZRS;middle;middle;(15,16];1996;2
White;ZRS;middle;middle;(16,17];1996;2
White;ZRS;middle;middle;(17,18];1996;0
White;ZRS;middle;middle;(18,19];1996;0
White;ZRS;middle;middle;(19,20];1996;0
White;ZRS;middle;middle;(1,2];1997;2
White;ZRS;middle;middle;(2,3];1997;0
White;ZRS;middle;middle;(3,4];1997;2
White;ZRS;middle;middle;(4,5];1997;0
White;ZRS;middle;middle;(5,6];1997;0
White;ZRS;middle;middle;(6,7];1997;0
White;ZRS;middle;middle;(7,8];1997;9
White;ZRS;middle;middle;(8,9];1997;23
White;ZRS;middle;middle;(9,10];1997;9
White;ZRS;middle;middle;(10,11];1997;18
White;ZRS;middle;middle;(11,12];1997;23
White;ZRS;middle;middle;(12,13];1997;2
White;ZRS;middle;middle;(13,14];1997;7
White;ZRS;middle;middle;(14,15];1997;5
White;ZRS;middle;middle;(15,16];1997;0
White;ZRS;middle;middle;(16,17];1997;0
White;ZRS;middle;middle;(17,18];1997;0
White;ZRS;middle;middle;(18,19];1997;0
White;ZRS;middle;middle;(19,20];1997;0
White;ZRS;middle;middle;(1,2];1998;41
White;ZRS;middle;middle;(2,3];1998;6
White;ZRS;middle;middle;(3,4];1998;0
White;ZRS;middle;middle;(4,5];1998;1
White;ZRS;middle;middle;(5,6];1998;5
White;ZRS;middle;middle;(6,7];1998;3
White;ZRS;middle;middle;(7,8];1998;1
White;ZRS;middle;middle;(8,9];1998;1
White;ZRS;middle;middle;(9,10];1998;3
White;ZRS;middle;middle;(10,11];1998;3
White;ZRS;middle;middle;(11,12];1998;5
White;ZRS;middle;middle;(12,13];1998;13
White;ZRS;middle;middle;(13,14];1998;13
White;ZRS;middle;middle;(14,15];1998;4
White;ZRS;middle;middle;(15,16];1998;1
White;ZRS;middle;middle;(16,17];1998;1
White;ZRS;middle;middle;(17,18];1998;0
White;ZRS;middle;middle;(18,19];1998;0
White;ZRS;middle;middle;(19,20];1998;0
White;ZRS;middle;middle;(1,2];1999;62
White;ZRS;middle;middle;(2,3];1999;8
White;ZRS;middle;middle;(3,4];1999;9
White;ZRS;middle;middle;(4,5];1999;8
White;ZRS;middle;middle;(5,6];1999;6
White;ZRS;middle;middle;(6,7];1999;2
White;ZRS;middle;middle;(7,8];1999;1
White;ZRS;middle;middle;(8,9];1999;1
White;ZRS;middle;middle;(9,10];1999;0
White;ZRS;middle;middle;(10,11];1999;0
White;ZRS;middle;middle;(11,12];1999;0
White;ZRS;middle;middle;(12,13];1999;0
White;ZRS;middle;middle;(13,14];1999;1
White;ZRS;middle;middle;(14,15];1999;0
White;ZRS;middle;middle;(15,16];1999;0
White;ZRS;middle;middle;(16,17];1999;0
White;ZRS;middle;middle;(17,18];1999;0
White;ZRS;middle;middle;(18,19];1999;0
White;ZRS;middle;middle;(19,20];1999;0
White;ZRS;middle;middle;(1,2];2000;48
White;ZRS;middle;middle;(2,3];2000;23
White;ZRS;middle;middle;(3,4];2000;9
White;ZRS;middle;middle;(4,5];2000;3
White;ZRS;middle;middle;(5,6];2000;4
White;ZRS;middle;middle;(6,7];2000;4
White;ZRS;middle;middle;(7,8];2000;4
White;ZRS;middle;middle;(8,9];2000;2
White;ZRS;middle;middle;(9,10];2000;1
White;ZRS;middle;middle;(10,11];2000;0
White;ZRS;middle;middle;(11,12];2000;0
White;ZRS;middle;middle;(12,13];2000;1
White;ZRS;middle;middle;(13,14];2000;1
White;ZRS;middle;middle;(14,15];2000;1
White;ZRS;middle;middle;(15,16];2000;0
White;ZRS;middle;middle;(16,17];2000;0
White;ZRS;middle;middle;(17,18];2000;0
White;ZRS;middle;middle;(18,19];2000;0
White;ZRS;middle;middle;(19,20];2000;0
White;ZRS;middle;middle;(1,2];2001;8
White;ZRS;middle;middle;(2,3];2001;18
White;ZRS;middle;middle;(3,4];2001;16
White;ZRS;middle;middle;(4,5];2001;9
White;ZRS;middle;middle;(5,6];2001;7
White;ZRS;middle;middle;(6,7];2001;7
White;ZRS;middle;middle;(7,8];2001;12
White;ZRS;middle;middle;(8,9];2001;11
White;ZRS;middle;middle;(9,10];2001;6
White;ZRS;middle;middle;(10,11];2001;2
White;ZRS;middle;middle;(11,12];2001;2
White;ZRS;middle;middle;(12,13];2001;1
White;ZRS;middle;middle;(13,14];2001;1
White;ZRS;middle;middle;(14,15];2001;1
White;ZRS;middle;middle;(15,16];2001;0
White;ZRS;middle;middle;(16,17];2001;0
White;ZRS;middle;middle;(17,18];2001;0
White;ZRS;middle;middle;(18,19];2001;0
White;ZRS;middle;middle;(19,20];2001;0
White;ZRS;middle;middle;(1,2];2002;5
White;ZRS;middle;middle;(2,3];2002;7
White;ZRS;middle;middle;(3,4];2002;13
White;ZRS;middle;middle;(4,5];2002;12
White;ZRS;middle;middle;(5,6];2002;10
White;ZRS;middle;middle;(6,7];2002;12
White;ZRS;middle;middle;(7,8];2002;9
White;ZRS;middle;middle;(8,9];2002;13
White;ZRS;middle;middle;(9,10];2002;12
White;ZRS;middle;middle;(10,11];2002;3
White;ZRS;middle;middle;(11,12];2002;1
White;ZRS;middle;middle;(12,13];2002;1
White;ZRS;middle;middle;(13,14];2002;1
White;ZRS;middle;middle;(14,15];2002;1
White;ZRS;middle;middle;(15,16];2002;0
White;ZRS;middle;middle;(16,17];2002;0
White;ZRS;middle;middle;(17,18];2002;0
White;ZRS;middle;middle;(18,19];2002;0
White;ZRS;middle;middle;(19,20];2002;0
White;ZRS;middle;middle;(1,2];2003;2
White;ZRS;middle;middle;(2,3];2003;3
White;ZRS;middle;middle;(3,4];2003;8
White;ZRS;middle;middle;(4,5];2003;9
White;ZRS;middle;middle;(5,6];2003;15
White;ZRS;middle;middle;(6,7];2003;14
White;ZRS;middle;middle;(7,8];2003;13
White;ZRS;middle;middle;(8,9];2003;15
White;ZRS;middle;middle;(9,10];2003;13
White;ZRS;middle;middle;(10,11];2003;4
White;ZRS;middle;middle;(11,12];2003;2
White;ZRS;middle;middle;(12,13];2003;2
White;ZRS;middle;middle;(13,14];2003;1
White;ZRS;middle;middle;(14,15];2003;1
White;ZRS;middle;middle;(15,16];2003;0
White;ZRS;middle;middle;(16,17];2003;0
White;ZRS;middle;middle;(17,18];2003;0
White;ZRS;middle;middle;(18,19];2003;0
White;ZRS;middle;middle;(19,20];2003;0
White;ZRS;middle;middle;(1,2];2004;34
White;ZRS;middle;middle;(2,3];2004;3
White;ZRS;middle;middle;(3,4];2004;1
White;ZRS;middle;middle;(4,5];2004;2
White;ZRS;middle;middle;(5,6];2004;5
White;ZRS;middle;middle;(6,7];2004;7
White;ZRS;middle;middle;(7,8];2004;13
White;ZRS;middle;middle;(8,9];2004;13
White;ZRS;middle;middle;(9,10];2004;12
White;ZRS;middle;middle;(10,11];2004;6
White;ZRS;middle;middle;(11,12];2004;2
White;ZRS;middle;middle;(12,13];2004;0
White;ZRS;middle;middle;(13,14];2004;0
White;ZRS;middle;middle;(14,15];2004;0
White;ZRS;middle;middle;(15,16];2004;0
White;ZRS;middle;middle;(16,17];2004;0
White;ZRS;middle;middle;(17,18];2004;0
White;ZRS;middle;middle;(18,19];2004;0
White;ZRS;middle;middle;(19,20];2004;0
White;ZRS;middle;middle;(1,2];2005;10
White;ZRS;middle;middle;(2,3];2005;4
White;ZRS;middle;middle;(3,4];2005;2
White;ZRS;middle;middle;(4,5];2005;4
White;ZRS;middle;middle;(5,6];2005;5
White;ZRS;middle;middle;(6,7];2005;11
White;ZRS;middle;middle;(7,8];2005;19
White;ZRS;middle;middle;(8,9];2005;19
White;ZRS;middle;middle;(9,10];2005;17
White;ZRS;middle;middle;(10,11];2005;5
White;ZRS;middle;middle;(11,12];2005;2
White;ZRS;middle;middle;(12,13];2005;1
White;ZRS;middle;middle;(13,14];2005;0
White;ZRS;middle;middle;(14,15];2005;0
White;ZRS;middle;middle;(15,16];2005;0
White;ZRS;middle;middle;(16,17];2005;0
White;ZRS;middle;middle;(17,18];2005;0
White;ZRS;middle;middle;(18,19];2005;0
White;ZRS;middle;middle;(19,20];2005;0
White;ZRS;middle;middle;(1,2];2006;15
White;ZRS;middle;middle;(2,3];2006;3
White;ZRS;middle;middle;(3,4];2006;1
White;ZRS;middle;middle;(4,5];2006;1
White;ZRS;middle;middle;(5,6];2006;3
White;ZRS;middle;middle;(6,7];2006;3
White;ZRS;middle;middle;(7,8];2006;9
White;ZRS;middle;middle;(8,9];2006;20
White;ZRS;middle;middle;(9,10];2006;26
White;ZRS;middle;middle;(10,11];2006;14
White;ZRS;middle;middle;(11,12];2006;4
White;ZRS;middle;middle;(12,13];2006;0
White;ZRS;middle;middle;(13,14];2006;1
White;ZRS;middle;middle;(14,15];2006;0
White;ZRS;middle;middle;(15,16];2006;0
White;ZRS;middle;middle;(16,17];2006;0
White;ZRS;middle;middle;(17,18];2006;0
White;ZRS;middle;middle;(18,19];2006;0
White;ZRS;middle;middle;(19,20];2006;0
White;ZRS;middle;middle;(1,2];2007;9
White;ZRS;middle;middle;(2,3];2007;1
White;ZRS;middle;middle;(3,4];2007;2
White;ZRS;middle;middle;(4,5];2007;1
White;ZRS;middle;middle;(5,6];2007;1
White;ZRS;middle;middle;(6,7];2007;2
White;ZRS;middle;middle;(7,8];2007;7
White;ZRS;middle;middle;(8,9];2007;17
White;ZRS;middle;middle;(9,10];2007;29
White;ZRS;middle;middle;(10,11];2007;20
White;ZRS;middle;middle;(11,12];2007;9
White;ZRS;middle;middle;(12,13];2007;1
White;ZRS;middle;middle;(13,14];2007;0
White;ZRS;middle;middle;(14,15];2007;0
White;ZRS;middle;middle;(15,16];2007;0
White;ZRS;middle;middle;(16,17];2007;0
White;ZRS;middle;middle;(17,18];2007;0
White;ZRS;middle;middle;(18,19];2007;0
White;ZRS;middle;middle;(19,20];2007;0
White;ZRS;middle;middle;(1,2];2008;34
White;ZRS;middle;middle;(2,3];2008;9
White;ZRS;middle;middle;(3,4];2008;4
White;ZRS;middle;middle;(4,5];2008;3
White;ZRS;middle;middle;(5,6];2008;6
White;ZRS;middle;middle;(6,7];2008;2
White;ZRS;middle;middle;(7,8];2008;4
White;ZRS;middle;middle;(8,9];2008;7
White;ZRS;middle;middle;(9,10];2008;11
White;ZRS;middle;middle;(10,11];2008;13
White;ZRS;middle;middle;(11,12];2008;8
White;ZRS;middle;middle;(12,13];2008;1
White;ZRS;middle;middle;(13,14];2008;0
White;ZRS;middle;middle;(14,15];2008;0
White;ZRS;middle;middle;(15,16];2008;0
White;ZRS;middle;middle;(16,17];2008;0
White;ZRS;middle;middle;(17,18];2008;0
White;ZRS;middle;middle;(18,19];2008;0
White;ZRS;middle;middle;(19,20];2008;0
White;ZRS;middle;middle;(1,2];2009;28
White;ZRS;middle;middle;(2,3];2009;15
White;ZRS;middle;middle;(3,4];2009;7
White;ZRS;middle;middle;(4,5];2009;5
White;ZRS;middle;middle;(5,6];2009;2
White;ZRS;middle;middle;(6,7];2009;2
White;ZRS;middle;middle;(7,8];2009;2
White;ZRS;middle;middle;(8,9];2009;5
White;ZRS;middle;middle;(9,10];2009;10
White;ZRS;middle;middle;(10,11];2009;13
White;ZRS;middle;middle;(11,12];2009;7
White;ZRS;middle;middle;(12,13];2009;1
White;ZRS;middle;middle;(13,14];2009;0
White;ZRS;middle;middle;(14,15];2009;0
White;ZRS;middle;middle;(15,16];2009;0
White;ZRS;middle;middle;(16,17];2009;0
White;ZRS;middle;middle;(17,18];2009;0
White;ZRS;middle;middle;(18,19];2009;0
White;ZRS;middle;middle;(19,20];2009;0
White;ZRS;middle;middle;(1,2];2010;15
White;ZRS;middle;middle;(2,3];2010;10
White;ZRS;middle;middle;(3,4];2010;7
White;ZRS;middle;middle;(4,5];2010;7
White;ZRS;middle;middle;(5,6];2010;5
White;ZRS;middle;middle;(6,7];2010;5
White;ZRS;middle;middle;(7,8];2010;5
White;ZRS;middle;middle;(8,9];2010;5
White;ZRS;middle;middle;(9,10];2010;10
White;ZRS;middle;middle;(10,11];2010;15
White;ZRS;middle;middle;(11,12];2010;14
White;ZRS;middle;middle;(12,13];2010;2
White;ZRS;middle;middle;(13,14];2010;0
White;ZRS;middle;middle;(14,15];2010;0
White;ZRS;middle;middle;(15,16];2010;0
White;ZRS;middle;middle;(16,17];2010;0
White;ZRS;middle;middle;(17,18];2010;0
White;ZRS;middle;middle;(18,19];2010;0
White;ZRS;middle;middle;(19,20];2010;0
White;ZRS;middle;middle;(1,2];2011;11
White;ZRS;middle;middle;(2,3];2011;7
White;ZRS;middle;middle;(3,4];2011;4
White;ZRS;middle;middle;(4,5];2011;7
White;ZRS;middle;middle;(5,6];2011;4
White;ZRS;middle;middle;(6,7];2011;7
White;ZRS;middle;middle;(7,8];2011;9
White;ZRS;middle;middle;(8,9];2011;11
White;ZRS;middle;middle;(9,10];2011;12
White;ZRS;middle;middle;(10,11];2011;18
White;ZRS;middle;middle;(11,12];2011;9
White;ZRS;middle;middle;(12,13];2011;2
White;ZRS;middle;middle;(13,14];2011;0
White;ZRS;middle;middle;(14,15];2011;0
White;ZRS;middle;middle;(15,16];2011;0
White;ZRS;middle;middle;(16,17];2011;0
White;ZRS;middle;middle;(17,18];2011;0
White;ZRS;middle;middle;(18,19];2011;0
White;ZRS;middle;middle;(19,20];2011;0
White;ZRS;middle;middle;(1,2];2012;15
White;ZRS;middle;middle;(2,3];2012;4
White;ZRS;middle;middle;(3,4];2012;4
White;ZRS;middle;middle;(4,5];2012;4
White;ZRS;middle;middle;(5,6];2012;3
White;ZRS;middle;middle;(6,7];2012;6
White;ZRS;middle;middle;(7,8];2012;8
White;ZRS;middle;middle;(8,9];2012;18
White;ZRS;middle;middle;(9,10];2012;12
White;ZRS;middle;middle;(10,11];2012;9
White;ZRS;middle;middle;(11,12];2012;14
White;ZRS;middle;middle;(12,13];2012;4
White;ZRS;middle;middle;(13,14];2012;0
White;ZRS;middle;middle;(14,15];2012;0
White;ZRS;middle;middle;(15,16];2012;0
White;ZRS;middle;middle;(16,17];2012;0
White;ZRS;middle;middle;(17,18];2012;0
White;ZRS;middle;middle;(18,19];2012;0
White;ZRS;middle;middle;(19,20];2012;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(1,2];2007;16,7664670659
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(2,3];2007;42,5149700599
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(3,4];2007;21,5568862275
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(4,5];2007;9,5808383234
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(5,6];2007;2,3952095808
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(6,7];2007;2,3952095808
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(7,8];2007;0,5988023952
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(8,9];2007;1,7964071856
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(9,10];2007;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(10,11];2007;1,1976047904
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(11,12];2007;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(12,13];2007;0,5988023952
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(13,14];2007;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(14,15];2007;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(15,16];2007;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(16,17];2007;0,5988023952
