"x"
"1994";450
"1995";475
"1996";260
"1997";215
"1998";465
"1999";3530
"2000";1710
"2001";2345
"2002";2590
"2003";1900
"2004";1560
"2005";1645
"2006";680
"2007";970
"2008";1230
"2009";1285
"2010";1465
"2011";1310
"2012";775
