"N2.mean.sqmeter";"N2.sem.sqmeter"
"2001";1256,66666666667;174,817365015925
"2002";1196,25;212,500735292846
"2003";1758;333,279805225922
"2004";1913,07692307692;575,962276871236
"2005";860;177,980737320483
"2006";842,5;203,920383305036
"2007";1412;387,834279778656
"2008";1434;333,430652460148
"2009";1122;198,454024902495
"2010";682;106,508215645555
"2011";364;151,502946694587
"2012";142;39,1115620464625
