"x"
"1994";450
"1995";490
"1996";260
"1997";220
"1998";755
"1999";8530
"2000";2910
"2001";2515
"2002";2690
"2003";1930
"2004";2355
"2005";1825
"2006";795
"2007";1055
"2008";1840
"2009";1745
"2010";1680
"2011";1455
"2012";910
