"x"
"2001";1166,66666666667
"2002";1035
"2003";1358,57142857143
"2004";1015,38461538462
"2005";684
"2006";680
"2007";624
"2008";927
"2009";764
"2010";570
"2011";311,538461538462
"2012";98,5714285714286
