"N.mean.sqmeter";"N.sem.sqmeter"
"2001";1256,66666666667;174,817365015925
"2002";1205,625;213,63319176804
"2003";1766;333,871660543817
"2004";1917,69230769231;578,294523761913
"2005";862;177,638477170428
"2006";845;204,166821273906
"2007";1426;395,03200593659
"2008";1434;333,430652460148
"2009";1132;200,274097890152
"2010";690;109,89605478425
"2011";364;151,502946694587
"2012";142;39,1115620464625
