Location;Year;Core;Species
Lomnishniy;2011;7;Hydrobia ulvae
Lomnishniy;2011;7;Skeneopsis planorbis
Lomnishniy;2011;7;Littorina saxatilis
Lomnishniy;2011;8;Scoloplos armiger
Lomnishniy;2011;8;Nemertini indet.
Lomnishniy;2011;8;Pygospio elegans
Lomnishniy;2011;8;Corophium bonelli
Lomnishniy;2011;8;Tubificoides benedeni
Lomnishniy;2011;8;Hydrobia ulvae
Lomnishniy;2011;8;Travisia forbesii
Lomnishniy;2011;9;Corophium bonelli
Lomnishniy;2011;9;Phyllodoce groenlandica
Lomnishniy;2011;9;Scoloplos armiger
Lomnishniy;2011;9;Priscillina armata
Lomnishniy;2011;9;Halicryptus spinulosus
Lomnishniy;2011;9;Hydrobia ulvae
Lomnishniy;2011;10;Hydrobia ulvae
Lomnishniy;2011;10;Scoloplos armiger
Lomnishniy;2011;10;Corophium bonelli
Lomnishniy;2011;10;Pygospio elegans
Lomnishniy;2011;10;Nemertini indet.
Lomnishniy;2011;10;Cylichna occulta
Lomnishniy;2012;1;Corophium bonelli
Lomnishniy;2012;1;Priscillina armata
Lomnishniy;2012;1;Scoloplos armiger
Lomnishniy;2012;1;Ophelia limacina
Lomnishniy;2012;1;Phyllodoce groenlandica
Lomnishniy;2012;1;Travisia forbesii
Lomnishniy;2012;1;Pygospio elegans
Lomnishniy;2012;1;Nemertini indet.
Lomnishniy;2012;1;Tubificoides benedeni
Lomnishniy;2012;1;Hydrobia ulvae
Lomnishniy;2012;2;Nemertini indet.
Lomnishniy;2012;2;Scoloplos armiger
Lomnishniy;2012;2;Ophelia limacina
Lomnishniy;2012;2;Pygospio elegans
Lomnishniy;2012;2;Phyllodoce groenlandica
Lomnishniy;2012;2;Hydrobia ulvae
Lomnishniy;2012;2;Corophium bonelli
Lomnishniy;2012;2;Priscillina armata
Lomnishniy;2012;3;Scoloplos armiger
Lomnishniy;2012;3;Ophelia limacina
Lomnishniy;2012;3;Travisia forbesii
Lomnishniy;2012;3;Pygospio elegans
Lomnishniy;2012;3;Nemertini indet.
Lomnishniy;2012;3;Hydrobia ulvae
Lomnishniy;2012;3;Cladophora sericea
Lomnishniy;2012;3;Corophium bonelli
Lomnishniy;2012;4;Pygospio elegans
Lomnishniy;2012;4;Corophium bonelli
Lomnishniy;2012;4;Priscillina armata
Lomnishniy;2012;4;Hydrobia ulvae
Lomnishniy;2012;4;Priapulus caudatus
Lomnishniy;2012;4;Cladophora sericea
Lomnishniy;2012;4;Travisia forbesii
Lomnishniy;2012;4;Nemertini indet.
Lomnishniy;2012;4;Ophelia limacina
Lomnishniy;2012;4;Scoloplos armiger
Lomnishniy;2012;4;Cylichna occulta
Lomnishniy;2012;5;Travisia forbesii
Lomnishniy;2012;5;Ophelia limacina
Lomnishniy;2012;5;Pygospio elegans
Lomnishniy;2012;5;Scoloplos armiger
Lomnishniy;2012;5;Scalibregma inflatum
Lomnishniy;2012;5;Nemertini indet.
Lomnishniy;2012;5;Hydrobia ulvae
Lomnishniy;2012;5;Corophium bonelli
Lomnishniy;2012;5;Cladophora sericea
Lomnishniy;2012;6;Littorina littorea
Lomnishniy;2012;6;Cladophora sericea
Lomnishniy;2012;6;Zostera marina
Lomnishniy;2012;6;Scoloplos armiger
Lomnishniy;2012;6;Pygospio elegans
Lomnishniy;2012;6;Tubificoides benedeni
Lomnishniy;2012;6;Nemertini indet.
Lomnishniy;2012;6;Hydrobia ulvae
Lomnishniy;2012;7;Hydrobia ulvae
Lomnishniy;2012;7;Ophelia limacina
Lomnishniy;2012;7;Halicryptus spinulosus
Lomnishniy;2012;7;Scoloplos armiger
Lomnishniy;2012;7;Tubificoides benedeni
Lomnishniy;2012;7;Nemertini indet.
Lomnishniy;2012;7;Tubifex costatus
Lomnishniy;2012;8;Corophium bonelli
Lomnishniy;2012;8;Priscillina armata
Lomnishniy;2012;8;Ophelia limacina
Lomnishniy;2012;8;Nemertini indet.
Lomnishniy;2012;8;Pygospio elegans
Lomnishniy;2012;8;Scoloplos armiger
Lomnishniy;2012;8;Halicryptus spinulosus
Lomnishniy;2012;8;Hydrobia ulvae
Lomnishniy;2012;9;Hydrobia ulvae
Lomnishniy;2012;9;Corophium bonelli
Lomnishniy;2012;9;Priscillina armata
Lomnishniy;2012;9;Pygospio elegans
Lomnishniy;2012;9;Fabricia sabella
Lomnishniy;2012;9;Travisia forbesii
Lomnishniy;2012;9;Nemertini indet.
Lomnishniy;2012;9;Phyllodoce groenlandica
Lomnishniy;2012;9;Scoloplos armiger
Lomnishniy;2012;9;Arenicola marina
Lomnishniy;2012;10;Hydrobia ulvae
Lomnishniy;2012;10;Cylichna occulta
Lomnishniy;2012;10;Corophium bonelli
Lomnishniy;2012;10;Pygospio elegans
Lomnishniy;2012;10;Ophelia limacina
Lomnishniy;2012;10;Nemertini indet.
Lomnishniy;2012;10;Scoloplos armiger
Lomnishniy;2012;10;Phyllodoce groenlandica
Lomnishniy;2013;1;Hydrobia ulvae
Lomnishniy;2013;1;Corophium bonelli
Lomnishniy;2013;1;Phyllodoce groenlandica
Lomnishniy;2013;1;Ophelia limacina
Lomnishniy;2013;1;Nemertini indet.
Lomnishniy;2013;1;Travisia forbesii
Lomnishniy;2013;1;Pygospio elegans
Lomnishniy;2013;1;Priscillina armata
Lomnishniy;2013;2;Priscillina armata
Lomnishniy;2013;2;Corophium bonelli
Lomnishniy;2013;2;Hydrobia ulvae
Lomnishniy;2013;2;Travisia forbesii
Lomnishniy;2013;2;Ophelia limacina
Lomnishniy;2013;2;Scoloplos armiger
Lomnishniy;2013;2;Nemertini indet.
Lomnishniy;2013;2;Pygospio elegans
Lomnishniy;2013;2;Cylichna occulta
Lomnishniy;2013;3;Scoloplos armiger
Lomnishniy;2013;3;Nemertini indet.
Lomnishniy;2013;3;Nemertini indet.
Lomnishniy;2013;3;Polydora quadrilobata
Lomnishniy;2013;3;Travisia forbesii
Lomnishniy;2013;3;Phyllodoce groenlandica
Lomnishniy;2013;3;Pygospio elegans
Lomnishniy;2013;3;Tubificoides benedeni
Lomnishniy;2013;3;Corophium bonelli
Lomnishniy;2013;3;Priscillina armata
Lomnishniy;2013;3;Hydrobia ulvae
Lomnishniy;2013;3;Cylichna occulta
Lomnishniy;2013;3;Paranais littoralis
Lomnishniy;2013;3;Fabricia sabella
Lomnishniy;2013;4;Ophelia limacina
Lomnishniy;2013;4;Scoloplos armiger
Lomnishniy;2013;4;Travisia forbesii
Lomnishniy;2013;4;Priscillina armata
Lomnishniy;2013;4;Hydrobia ulvae
Lomnishniy;2013;4;Serripes groenlandica
Lomnishniy;2013;5;Nemertini indet.
Lomnishniy;2013;5;Ophelia limacina
Lomnishniy;2013;5;Priscillina armata
Lomnishniy;2013;5;Corophium bonelli
Lomnishniy;2013;5;Hydrobia ulvae
Lomnishniy;2013;6;Crangon crangon
Lomnishniy;2013;6;Hydrobia ulvae
Lomnishniy;2013;6;Priscillina armata
Lomnishniy;2013;6;Scoloplos armiger
Lomnishniy;2013;6;Pygospio elegans
Lomnishniy;2013;6;Tubificoides benedeni
Lomnishniy;2013;6;Tubificidae gen. sp.
Lomnishniy;2013;6;Halicryptus spinulosus
Lomnishniy;2013;6;Corophium bonelli
Lomnishniy;2013;6;Fabricia sabella
Lomnishniy;2013;7;Hydrobia ulvae
Lomnishniy;2013;7;Corophium bonelli
Lomnishniy;2013;7;Scoloplos armiger
Lomnishniy;2013;7;Tubificoides benedeni
Lomnishniy;2013;7;Nemertini indet.
Lomnishniy;2013;7;Ophelia limacina
Lomnishniy;2013;7;Pygospio elegans
Lomnishniy;2013;7;Castalia punctata
Lomnishniy;2013;7;Tubificidae gen. sp.
Lomnishniy;2013;7;Priscillina armata
Lomnishniy;2013;8;Hydrobia ulvae
Lomnishniy;2013;8;Nemertini indet.
Lomnishniy;2013;8;Ophelia limacina
Lomnishniy;2013;8;Scoloplos armiger
Lomnishniy;2013;8;Priscillina armata
Lomnishniy;2013;8;Microspio sp.
Lomnishniy;2013;8;Corophium bonelli
Lomnishniy;2013;9;Hydrobia ulvae
Lomnishniy;2013;9;Cylichna occulta
Lomnishniy;2013;9;Priscillina armata
Lomnishniy;2013;9;Corophium bonelli
Lomnishniy;2013;9;Scoloplos armiger
Lomnishniy;2013;9;Nemertini indet.
Lomnishniy;2013;9;Travisia forbesii
Lomnishniy;2013;9;Eteone longa
Lomnishniy;2013;9;Pygospio elegans
Lomnishniy;2013;9;Phyllodoce groenlandica
Lomnishniy;2013;9;Ophelia limacina
Lomnishniy;2013;9;Polydora quadrilobata
Lomnishniy;2013;10;Hydrobia ulvae
Lomnishniy;2013;10;Priscillina armata
Lomnishniy;2013;10;Corophium bonelli
Lomnishniy;2013;10;Ophelia limacina
Lomnishniy;2013;10;Scoloplos armiger
Lomnishniy;2013;10;Halicryptus spinulosus
Lomnishniy;2013;10;Tubificoides benedeni
Lomnishniy;2013;10;Pygospio elegans
Lomnishniy;2013;10;Nemertini indet.
