"diff";"lwr";"upr";"p adj"
"2005-2004";-1706,66666666667;-3637,59793260283;224,264599269494;0,0916796829133697
"2006-2004";-2336,66666666667;-4267,59793260283;-405,735400730505;0,0159420021850172
"2007-2004";-783,333333333334;-2359,93210997666;793,265443309987;0,494415619855856
"2006-2005";-630;-2560,93126593616;1300,93126593616;0,779875396419429
"2007-2005";923,333333333333;-653,265443309988;2499,93210997665;0,358776857843092
"2007-2006";1553,33333333333;-23,2654433099883;3129,93210997665;0,054079256682446
