month;date;year;m0;m5;m10;m15;m25;m50;m65
8;31;1996;12,7;10;5;4;2,5;1,4;1,3
9;10;1996;9,4;9,7;9,5;7;2,4;1,7;1,2
9;20;1996;7,9;8;8;8,2;8,1;3,7;3
9;30;1996;6,7;6,8;7,2;5,5;2,5;1,3;1
10;10;1996;5,6;5,6;5,6;5,3;4,1;2,2;2,1
10;20;1996;3,3;3,2;3;3;2,7;0;0
6;1;1997;6,2;3,2;-0,5;-0,7;-0,7;;
6;11;1997;12;5,2;2,5;0,7;-0,3;-0,2;
6;21;1997;11;9,5;8,4;1,2;0;-0,1;
6;30;1997;14,7;8,6;6,4;2,3;-0,6;-0,6;
7;10;1997;13,8;12;5,6;1,5;-0,3;-0,3;
7;21;1997;17,8;15,2;12,9;6,3;2,2;-0,2;-0,2
7;31;1997;15,1;15;12;8,5;4,4;0,3;0,2
8;11;1997;14,7;14,4;13,8;7,6;1,6;0,1;0
8;20;1997;13,4;13;11,2;3,2;1;0,1;0
8;30;1997;11,9;10;8,4;5,3;2,4;0,7;0,7
9;11;1997;9,6;9,2;8,4;7,5;4,5;0,8;0,8
9;21;1997;8,35;8,3;8,4;8,4;5,5;1,9;1,2
9;30;1997;7,7;7,7;7,6;6,6;3,3;1,1;1
10;9;1997;5,6;5,7;6,2;6,4;5,5;2,4;2,2
10;20;1997;4,5;4,5;4,7;4,8;3,6;2,2;2
10;30;1997;2,8;2,8;2,8;3;3,1;1,1;0,8
11;15;1997;-0,9;0,9;1,1;1,4;1,2;0,6;
2;10;1998;-1,1;-0,4;-0,4;-0,5;0,3;0,5;NA
3;18;1998;-0,8;-0,9;-1;-1;-0,5;-0,2;NA
4;12;1998;-0,5;-0,8;-1;-0,9;-0,5;-0,7;NA
6;9;1998;5,2;4,9;1,9;-0,5;-0,8;-0,9;-0,9
6;20;1998;7,8;7,7;6;1,5;-0,4;-0,6;-0,6
6;30;1998;12,7;11,1;8,8;7,9;1;-0,4;-0,4
7;9;1998;16,2;16,2;13,6;7,5;3,1;-0,2;-0,3
7;20;1998;14,7;14,6;12,5;7,1;3;-0,1;-0,4
7;30;1998;14,4;14,5;14,5;11,4;8,5;1,9;1,6
8;9;1998;13,6;13,5;13,5;12,5;7,3;1,1;1
8;20;1998;11,9;12;12;12,2;5,5;1,3;1,2
8;30;1998;11,7;11,7;11,7;11,7;11,5;3,1;2,5
9;10;1998;11,2;11,1;10,7;9;4;1,7;1,6
9;21;1998;9,2;9,3;9,3;9,3;8,8;4,5;3,1
9;30;1998;7,9;7,9;7,9;8,1;7,5;1,5;1,3
10;9;1998;6,5;6,5;6,5;3,5;1,1;0,7;0,6
10;20;1998;4,7;4,6;4,5;4,6;3,4;1,5;0,9
11;1;1998;3,8;3,8;3,8;3,8;3,8;3;2,4
11;11;1998;1,3;1,6;2,5;2,6;3,4;3,7;3,8
26;1;1999;"-1;2";"-1;2";"-1;2";;;;
10;2;1999;-1;"-0;6";"-0;8";;;;
17;3;1999;"-0;6";"-0;8";"-1;2";;;;
7;4;1999;"-0;3";"-0;5";"-0;5";;;;
22;5;1999;"1;6";"0;5";"0;2";;;;
1;6;1999;"5;4";;"1;6";;;;
10;6;1999;"7;2";"2;1";"1;2";;;;
21;6;1999;"10;2";"7;1";"2;6";;;;
1;7;1999;"16;8";"10;6";"7;1";;;;
10;7;1999;"14;4";"14;3";"14;2";;;;
20;7;1999;"16;5";"16;5";"16;4";;;;
31;7;1999;"14;8";"14;8";"14;1";;;;
10;8;1999;"13;1";13;"11;5";;;;
19;8;1999;12;12;"11;4";;;;
30;8;1999;"10;8";"10;7";"9;8";;;;
9;9;1999;"9;9";"9;4";"6;4";;;;
20;9;1999;"8;2";"7;9";"7;4";;;;
29;9;1999;"7;2";"7;2";"6;8";;;;
11;10;1999;"6;6";"6;6";"6;6";;;;
20;10;1999;"5;4";"5;4";"5;5";;;;
30;10;1999;"4;7";"4;7";"4;8";;;;
15;11;1999;"2;2";"2;2";"2;2";;;;
27;11;1999;"1;4";"1;4";2;;;;
13;3;2000;"-0;8";"-0;8";"-0;8";;;;
17;4;2000;"-0;3";"-0;4";"-0;7";;;;
11;5;2000;"3;6";"2;9";"0;8";;;;
20;5;2000;"3;6";"3;6";"1;1";;;;
30;5;2000;"8;9";"6;6";4;;;;
10;6;2000;"8;9";"8;6";"7;8";;;;
20;6;2000;"9;1";"9;1";"8;1";;;;
28;6;2000;"13;5";"12;5";"10;7";;;;
11;7;2000;15;"14;7";"13;9";;;;
20;7;2000;"17;7";"17;6";"17;2";;;;
1;8;2000;"17;5";"17;4";"16;7";;;;
9;8;2000;"16;4";"16;1";15;;;;
21;8;2000;"15;7";"15;2";"8;2";;;;
30;8;2000;"13;5";"13;5";"13;3";;;;
10;9;2000;"11;9";;;;;;
20;9;2000;"9;5";"9;5";"9;5";;;;
1;10;2000;"8;4";"7;8";"4;7";;;;
10;10;2000;"7;6";"7;5";"6;2";;;;
19;10;2000;"5;6";"5;6";"5;3";;;;
30;10;2000;"4;4";"4;4";"4;4";;;;
13;11;2000;3;3;"3;1";;;;
9;12;2000;1;"1;1";"1;2";;;;
2;4;2001;"-0;8";;;;;;
22;5;2001;"2;5";"2;1";"0;3";;;;
2;6;2001;;;;;;;
11;6;2001;9;"6;5";2;;;;
21;6;2001;13;"9;8";7;;;;
30;6;2001;"12;5";"10;9";7;;;;
10;7;2001;"13;5";"11;5";9;;;;
23;7;2001;"14;91";"14;85";"14;04";;;;
30;7;2001;"13;5";"12;7";8;;;;
9;8;2001;"11;5";10;"4;2";;;;
21;8;2001;10;10;"9;9";;;;
30;8;2001;"8;5";8;"3;2";;;;
10;9;2001;"5;5";4;"1;6";;;;
20;9;2001;"9;5";"9;1";"8;7";;;;
2;10;2001;7;7;"7;1";;;;
11;10;2001;5;5;4;;;;
20;10;2001;4;4;"4;1";;;;
30;10;2001;3;3;3;;;;
15;11;2001;"0;5";"0;5";"0;5";;;;
1;12;2001;"-1;4";"-0;2";1;;;;
20;1;2002;"-1;4";-1;"-0;6";;;;
5;2;2002;"-1;3";"-1;3";"-1;2";;;;
17;3;2002;"-1;2";;"-1;1";;;;
12;4;2002;"-0;5";"-0;7";"-0;8";;;;
14;5;2002;"1;5";"0;5";0;;;;
1;6;2002;7;"3;6";"1;5";;;;
11;6;2002;9;7;4;;;;
20;6;2002;"11;5";"11;4";"11;1";;;;
1;7;2002;"14;2";"12;3";8;;;;
10;7;2002;"15;4";15;"12;2";;;;
20;7;2002;14;15;"12;5";;;;
30;7;2002;"15;3";"15;1";"12;5";;;;
10;8;2002;15;"14;5";6;;;;
20;8;2002;"12;5";"11;4";"5;6";;;;
31;8;2002;8;8;7;;;;
10;9;2002;9;9;"8;6";;;;
19;9;2002;"8;5";"8;5";"8;5";;;;
30;9;2002;"6;9";"6;9";"6;9";;;;
10;10;2002;"5;5";"5;5";"5;5";;;;
20;10;2002;"3;6";"3;7";"3;7";;;;
30;10;2002;"2;5";"2;5";"2;8";;;;
14;11;2002;"0;5";"0;5";"0;5";;;;
31;1;2003;-1;-1;-1;;;;
18;2;2003;-1;"-0;9";"-0;8";;;;
31;3;2003;"-0;7";;"-1;1";;;;
10;4;2003;"-0;7";;"-1;1";;;;
12;5;2003;"3;5";;"0;8";;;;
20;5;2003;5;;2;;;;
31;5;2003;"4;6";;"4;2";;;;
10;6;2003;"6;5";;"4;9";;;;
19;6;2003;"10;2";;"6;6";;;;
30;6;2003;"12;3";11;"10;5";;;;
10;7;2003;"14;5";"14;3";"12;5";;;;
20;7;2003;"17;5";"14;4";"12;5";;;;
29;7;2003;20;16;"12;5";;;;
11;8;2003;"16;7";"16;7";"16;7";;;;
20;8;2003;"15;3";"15;3";"15;2";;;;
1;9;2003;"13;2";"13;2";"13;2";;;;
10;9;2003;"12;6";"12;2";"8;2";;;;
21;9;2003;"7;8";"8;8";"8;3";;;;
30;9;2003;"5;3";"5;3";"5;2";;;;
11;10;2003;"5;3";"5;3";"5;3";;;;
20;10;2003;"5;8";;"5;7";;;;
30;10;2003;"3;3";;"3;3";;;;
16;11;2003;"2;5";;"2;8";;;;
2;12;2003;2;;"1;9";;;;
23;2;2004;-1;-1;"-0;9";;;;
28;3;2004;"-1;37";"-0;97";"-0;96";;;;
7;4;2004;"-1;19";"-1;03";"-1;4";;;;
19;5;2004;1;"-0;2";"-0;6";;;;
30;5;2004;"4;4";;"3;6";;;;
10;6;2004;"7;8";"4;7";"3;6";;;;
21;6;2004;13;"7;5";4;;;;
30;6;2004;"12;6";"11;4";8;;;;
10;7;2004;16;;"13;2";;;;
20;7;2004;"15;8";"14;6";"12;4";;;;
29;7;2004;"15;9";"15;5";"8;7";;;;
10;8;2004;"17;5";"16;8";"15;1";;;;
19;8;2004;"14;8";"14;8";"14;6";;;;
31;8;2004;"13;1";"13;7";"13;7";;;;
9;9;2004;"12;7";"12;4";"12;4";;;;
20;9;2004;"8;5";"6;3";"5;6";;;;
30;9;2004;8;"7;7";"7;6";;;;
9;10;2004;"6;6";"6;8";"7;1";;;;
20;10;2004;"5;5";"5;6";"5;6";;;;
30;10;2004;"3;5";"3;6";"3;8";;;;
11;11;2004;"3;2";"3;2";"3;3";;;;
5;4;2005;"-0;6";"-0;9";"-1;1";;;;
1;6;2005;6;;;;;;
11;6;2005;10;"3;6";"1;1";;;;
20;6;2005;12;11;"5;5";;;;
30;6;2005;"12;5";;;;;;
10;7;2005;16;"14;4";"6;5";;;;
21;7;2005;17;17;"16;8";;;;
31;7;2005;"16;5";"16;5";"16;2";;;;
9;8;2005;"15;8";"15;3";10;;;;
20;8;2005;"15;7";"15;7";"15;1";;;;
31;8;2005;"13;1";"13;1";"12;1";;;;
10;9;2005;"12;8";"12;7";"12;7";;;;
20;9;2005;"7;3";"7;3";7;;;;
1;10;2005;"6;3";"5;8";"4;7";;;;
11;10;2005;"5;4";"5;3";"4;7";;;;
20;10;2005;"4;5";"4;5";"4;5";;;;
31;10;2005;"3;5";"3;5";"3;5";;;;
9;11;2005;"3;5";"3;5";"3;4";;;;
5;12;2005;"1;8";"1;9";"1;9";;;;
19;2;2006;"0;1";"0;1";"-0;1";;;;
19;3;2006;0;0;"0;2";;;;
3;4;2006;"-0;7";"-0;6";"-0;4";;;;
20;5;2006;"5;1";"2;8";"2;5";;;;
31;5;2006;"6;3";"5;6";"4;4";;;;
10;6;2006;"8;3";8;"4;4";;;;
20;6;2006;"12;5";8;5;;;;
29;6;2006;"13;3";12;8;;;;
10;7;2006;"14;4";12;10;;;;
20;7;2006;"10;883";"11;7305";"11;7145";;;;
31;7;2006;"12;0113333333333";"11;7073333333333";"8;313";;;;
10;8;2006;"11;8604615384615";"8;7445";"3;078";;;;
20;8;2006;"12;2254705882353";"12;0935";"11;5445";;;;
30;8;2006;"13;243";"12;851619047619";"12;146";;;;
10;9;2006;"11;441";"11;603";"11;982";;;;
20;9;2006;"11;2107142857143";"11;1345";"11;191";;;;
29;9;2006;"9;08733333333333";"9;3105";"9;31366666666667";;;;
10;10;2006;"7;3595";"7;349";"7;3215";;;;
19;10;2006;"6;31816666666667";"6;363";"6;358";;;;
30;10;2006;"4;0666";"4;184";"4;257";;;;
14;11;2006;"1;12336363636364";"1;474";"2;05666666666667";;;;
18;3;2007;"-0;298777777777778";"-0;765";"-1;00833333333333";;;;
21;5;2007;"3;5";3;"1;3";;;;
30;5;2007;"7;3";"6;9";"4;6";;;;
10;6;2007;"11;16";"10;16";"7;14";;;;
20;6;2007;"9;56";"11;44";"6;42";;;;
30;6;2007;"15;91";"10;87";"8;91";;;;
9;7;2007;"12;17";"12;18";"12;17";;;;
20;7;2007;"14;44";"14;09";"12;53";;;;
1;8;2007;"14;5";"14;5";10;;;;
11;8;2007;"16;29";"16;55";"16;41";;;;
20;8;2007;"14;1";"13;81";"11;63";;;;
30;8;2007;"13;2226666666667";"13;2545";"12;981";;;;
10;9;2007;"10;72";"10;97";"11;01";;;;
20;9;2007;"7;98333333333333";"7;9825";"7;9955";;;;
30;9;2007;"7;6495";"8;0255";"8;035";;;;
10;10;2007;"7;37";"7;5625";"7;5655";;;;
20;10;2007;"5;52";"5;7935";"5;849";;;;
29;10;2007;"5;5";;;;;;
8;11;2007;"3;607";"3;621";"4;442";;;;
4;12;2007;"0;733692307692308";"0;74";"0;7505";;;;
17;3;2008;"-0;613";"-0;769";"-0;989";;;;
21;5;2008;2;"1;7";"1;5";;;;
31;5;2008;7;"5;4";"1;1";;;;
11;6;2008;"8;5";"8;5";"7;1";;;;
21;6;2008;"13;672";"9;842";"4;849";;;;
30;6;2008;"13;226";"10;6215";"9;125";;;;
9;7;2008;"12;7034285714286";"13;132";"13;096";;;;
20;7;2008;16;;;;;;
31;7;2008;"14;399";"14;121";"8;5485";;;;
11;8;2008;"11;441";"10;4";"5;938";;;;
20;8;2008;"8;3275";"7;822";"6;9555";;;;
3;9;2008;"9;20333333333333";"9;198";"9;2265";;;;
10;9;2008;"9;69915384615385";"9;258";"7;517";;;;
21;9;2008;"7;7006";"7;404";"5;483";;;;
1;10;2008;"5;622";"5;616";"5;588";;;;
9;10;2008;"4;50575";"4;593";"4;805";;;;
20;10;2008;"3;666";"3;776";"3;889";;;;
29;10;2008;"3;399";"3;456";"3;7425";;;;
15;11;2008;"2;13955";"2;173";"2;253";;;;
10;12;2008;"0;813";"1;8785";"2;108";;;;
22;2;2009;"-0;53";"-0;895";"-1;0745";;;;
15;3;2009;"-0;604230769230769";"-0;858333333333333";"-0;941";;;;
11;4;2009;"-0;521055555555556";"-0;9945";"-1;024";;;;
25;5;2009;"8;233";"0;028";"-0;365";;;;
1;6;2009;"4;856";"4;365";"4;156";;;;
10;6;2009;"7;4155";"5;9875";"5;0274";;;;
20;6;2009;"8;771";"8;603";"8;544";;;;
30;6;2009;"12;667";"9;442";"7;304";;;;
9;7;2009;"12;233";"12;0075";"10;377";;;;
20;7;2009;"13;52";"12;23";"9;87";;;;
30;7;2009;"14;12";"10;52";"7;769";;;;
10;8;2009;"16;54";"12;915";"10;358";;;;
20;8;2009;"14;3642";"14;5605";"14;673";;;;
31;8;2009;"13;5485";"12;85675";"10;467";;;;
10;9;2009;"11;4405";"11;01625";"8;9585";;;;
21;9;2009;"10;022";"9;35425";"6;928";;;;
30;9;2009;"5;605";"5;93425";"5;9735";;;;
11;10;2009;"3;465";"3;42725";"3;42125";;;;
19;10;2009;"2;528";"2;7";"3;016";;;;
1;11;2009;"2;134";"2;137";"2;1675";;;;
15;11;2009;"1;042";"1;1045";"1;343";;;;
12;12;2009;"1;324";"1;299";"1;1535";;;;
31;1;2010;"-0;779";"-0;7605";"-0;841";;;;
22;2;2010;"-0;881";"-0;836";"-0;8385";;;;
13;3;2010;"-1;179";"-1;3485";"-0;9785";;;;
20;5;2010;"7;949";"3;756";"1;7415";;;;
1;6;2010;"7;061";"6;2605";"5;078";;;;
10;6;2010;"8;397";"6;849";"4;605";;;;
21;6;2010;"10;981";"5;512";"3;7135";;;;
1;7;2010;"11;185";"9;437";"6;7625";;;;
10;7;2010;"14;918";"10;885";"5;905";;;;
20;7;2010;"13;799";"11;423";"6;647";;;;
10;8;2010;"16;583";"16;1393333333333";"11;1815";;;;
