"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2002";"2004"
"(1,2]";0;0;2,5974025974026;9,09090909090909;4,3010752688172;8,06451612903226;44,3661971830986;83,0110497237569;9,09090909090909;12,5;54,2857142857143
"(2,3]";0;10,9090909090909;18,1818181818182;14,8760330578512;6,45161290322581;16,1290322580645;30,2816901408451;11,1878453038674;17,6136363636364;1,47058823529412;12,8571428571429
"(3,4]";0;40;14,2857142857143;18,1818181818182;13,9784946236559;3,2258064516129;15,8450704225352;1,65745856353591;15,3409090909091;7,35294117647059;4,28571428571429
"(4,5]";4,54545454545455;18,1818181818182;20,7792207792208;4,13223140495868;11,8279569892473;3,2258064516129;1,05633802816901;1,38121546961326;21,5909090909091;10,2941176470588;2,85714285714286
"(5,6]";4,54545454545455;16,3636363636364;7,79220779220779;1,65289256198347;10,752688172043;0;0,704225352112676;1,51933701657459;17,6136363636364;18,3823529411765;1,42857142857143
"(6,7]";18,1818181818182;1,81818181818182;9,09090909090909;8,26446280991736;8,60215053763441;4,83870967741935;0,704225352112676;0,69060773480663;7,38636363636364;15,4411764705882;4,28571428571429
"(7,8]";13,6363636363636;5,45454545454545;7,79220779220779;7,43801652892562;5,37634408602151;11,2903225806452;1,40845070422535;0,414364640883978;3,97727272727273;14,7058823529412;6,78571428571429
"(8,9]";18,1818181818182;3,63636363636364;7,79220779220779;7,43801652892562;3,2258064516129;3,2258064516129;1,76056338028169;0;3,40909090909091;10,2941176470588;8,21428571428571
"(9,10]";18,1818181818182;0;6,49350649350649;11,5702479338843;12,9032258064516;17,741935483871;1,40845070422535;0,138121546961326;1,13636363636364;6,61764705882353;2,85714285714286
"(10,11]";9,09090909090909;0;2,5974025974026;9,09090909090909;5,37634408602151;6,45161290322581;1,76056338028169;0;1,70454545454545;0,735294117647059;2,14285714285714
"(11,12]";9,09090909090909;0;1,2987012987013;3,30578512396694;7,52688172043011;8,06451612903226;0;0;0,568181818181818;1,47058823529412;0
"(12,13]";4,54545454545455;1,81818181818182;0;1,65289256198347;4,3010752688172;12,9032258064516;0,704225352112676;0;0;0,735294117647059;0
"(13,14]";0;1,81818181818182;1,2987012987013;0,826446280991736;4,3010752688172;3,2258064516129;0;0;0;0;0
"(14,15]";0;0;0;1,65289256198347;1,0752688172043;0;0;0;0;0;0
"(15,16]";0;0;0;0,826446280991736;0;1,61290322580645;0;0;0,568181818181818;0;0
"(16,17]";0;0;0;0;0;0;0;0;0;0;0
"(17,18]";0;0;0;0;0;0;0;0;0;0;0
"(18,19]";0;0;0;0;0;0;0;0;0;0;0
"(19,20]";0;0;0;0;0;0;0;0;0;0;0
