area;year;tidal_level;sample;N2.indd.sqmeter;sea;region;mareographic
YuG;2004;middle;5;5430;White;North_archipelago;middle
YuG;2004;middle;6;1950;White;North_archipelago;middle
YuG;2004;middle;7;1050;White;North_archipelago;middle
YuG;2004;middle;8;6120;White;North_archipelago;middle
YuG;2004;middle;9;390;White;North_archipelago;middle
YuG;2004;middle;10;330;White;North_archipelago;middle
YuG;2004;middle;11;1620;White;North_archipelago;middle
YuG;2004;middle;12;480;White;North_archipelago;middle
YuG;2004;middle;13;4680;White;North_archipelago;middle
YuG;2005;middle;1;1230;White;North_archipelago;middle
YuG;2005;middle;2;1860;White;North_archipelago;middle
YuG;2005;middle;3;1080;White;North_archipelago;middle
YuG;2005;middle;4;180;White;North_archipelago;middle
YuG;2005;middle;5;750;White;North_archipelago;middle
YuG;2005;middle;6;600;White;North_archipelago;middle
YuG;2005;middle;7;270;White;North_archipelago;middle
YuG;2005;middle;8;420;White;North_archipelago;middle
YuG;2005;middle;9;480;White;North_archipelago;middle
YuG;2005;middle;10;990;White;North_archipelago;middle
YuG;2005;middle;11;1860;White;North_archipelago;middle
YuG;2005;middle;12;600;White;North_archipelago;middle
YuG;2005;middle;13;120;White;North_archipelago;middle
YuG;2005;middle;14;150;White;North_archipelago;middle
YuG;2005;middle;15;2310;White;North_archipelago;middle
YuG;2006;middle;1;960;White;North_archipelago;middle
YuG;2006;middle;2;120;White;North_archipelago;middle
YuG;2006;middle;3;330;White;North_archipelago;middle
YuG;2006;middle;4;2370;White;North_archipelago;middle
YuG;2006;middle;5;150;White;North_archipelago;middle
YuG;2006;middle;6;1740;White;North_archipelago;middle
YuG;2006;middle;7;750;White;North_archipelago;middle
YuG;2006;middle;8;90;White;North_archipelago;middle
YuG;2006;middle;9;1050;White;North_archipelago;middle
YuG;2006;middle;10;1110;White;North_archipelago;middle
YuG;2006;middle;11;300;White;North_archipelago;middle
YuG;2006;middle;12;1140;White;North_archipelago;middle
YuG;2007;middle;1;30;White;North_archipelago;middle
YuG;2007;middle;2;750;White;North_archipelago;middle
YuG;2007;middle;3;390;White;North_archipelago;middle
YuG;2007;middle;4;1470;White;North_archipelago;middle
YuG;2007;middle;5;1710;White;North_archipelago;middle
YuG;2007;middle;6;3090;White;North_archipelago;middle
YuG;2007;middle;7;90;White;North_archipelago;middle
YuG;2007;middle;8;180;White;North_archipelago;middle
YuG;2007;middle;9;810;White;North_archipelago;middle
YuG;2007;middle;10;870;White;North_archipelago;middle
YuG;2007;middle;11;3480;White;North_archipelago;middle
YuG;2007;middle;12;5310;White;North_archipelago;middle
YuG;2007;middle;13;300;White;North_archipelago;middle
YuG;2007;middle;14;780;White;North_archipelago;middle
YuG;2007;middle;15;1920;White;North_archipelago;middle
YuG;2008;middle;1;1380;White;North_archipelago;middle
YuG;2008;middle;2;2490;White;North_archipelago;middle
YuG;2008;middle;3;900;White;North_archipelago;middle
YuG;2008;middle;4;270;White;North_archipelago;middle
YuG;2008;middle;5;1080;White;North_archipelago;middle
YuG;2008;middle;6;2040;White;North_archipelago;middle
YuG;2008;middle;7;3390;White;North_archipelago;middle
YuG;2008;middle;8;270;White;North_archipelago;middle
YuG;2008;middle;9;2130;White;North_archipelago;middle
YuG;2008;middle;10;390;White;North_archipelago;middle
YuG;2009;middle;1;360;White;North_archipelago;middle
YuG;2009;middle;2;1320;White;North_archipelago;middle
YuG;2009;middle;3;660;White;North_archipelago;middle
YuG;2009;middle;4;780;White;North_archipelago;middle
YuG;2009;middle;5;2850;White;North_archipelago;middle
YuG;2009;middle;6;1170;White;North_archipelago;middle
YuG;2009;middle;7;660;White;North_archipelago;middle
YuG;2009;middle;8;1170;White;North_archipelago;middle
YuG;2009;middle;9;360;White;North_archipelago;middle
YuG;2009;middle;10;1560;White;North_archipelago;middle
YuG;2009;middle;11;180;White;North_archipelago;middle
YuG;2009;middle;12;2400;White;North_archipelago;middle
YuG;2009;middle;13;1680;White;North_archipelago;middle
YuG;2009;middle;14;1260;White;North_archipelago;middle
YuG;2009;middle;15;420;White;North_archipelago;middle
YuG;2010;middle;1;360;White;North_archipelago;middle
YuG;2010;middle;2;1110;White;North_archipelago;middle
YuG;2010;middle;3;240;White;North_archipelago;middle
YuG;2010;middle;4;780;White;North_archipelago;middle
YuG;2010;middle;5;60;White;North_archipelago;middle
YuG;2010;middle;6;840;White;North_archipelago;middle
YuG;2010;middle;7;930;White;North_archipelago;middle
YuG;2010;middle;8;660;White;North_archipelago;middle
YuG;2010;middle;9;720;White;North_archipelago;middle
YuG;2010;middle;10;930;White;North_archipelago;middle
YuG;2010;middle;11;1260;White;North_archipelago;middle
YuG;2010;middle;12;1410;White;North_archipelago;middle
YuG;2010;middle;13;450;White;North_archipelago;middle
YuG;2010;middle;14;90;White;North_archipelago;middle
YuG;2010;middle;15;390;White;North_archipelago;middle
YuG;2011;middle;1;30;White;North_archipelago;middle
YuG;2011;middle;2;330;White;North_archipelago;middle
YuG;2011;middle;3;180;White;North_archipelago;middle
YuG;2011;middle;4;360;White;North_archipelago;middle
YuG;2011;middle;5;0;White;North_archipelago;middle
YuG;2011;middle;6;0;White;North_archipelago;middle
YuG;2011;middle;7;300;White;North_archipelago;middle
YuG;2011;middle;8;2250;White;North_archipelago;middle
YuG;2011;middle;9;150;White;North_archipelago;middle
YuG;2011;middle;10;1080;White;North_archipelago;middle
YuG;2011;middle;11;330;White;North_archipelago;middle
YuG;2011;middle;12;60;White;North_archipelago;middle
YuG;2011;middle;13;270;White;North_archipelago;middle
YuG;2011;middle;14;30;White;North_archipelago;middle
YuG;2011;middle;15;90;White;North_archipelago;middle
YuG;2012;middle;1;0;White;North_archipelago;middle
YuG;2012;middle;2;480;White;North_archipelago;middle
YuG;2012;middle;3;60;White;North_archipelago;middle
YuG;2012;middle;4;330;White;North_archipelago;middle
YuG;2012;middle;5;0;White;North_archipelago;middle
YuG;2012;middle;6;210;White;North_archipelago;middle
YuG;2012;middle;7;120;White;North_archipelago;middle
YuG;2012;middle;8;330;White;North_archipelago;middle
YuG;2012;middle;9;180;White;North_archipelago;middle
YuG;2012;middle;10;270;White;North_archipelago;middle
YuG;2012;middle;11;60;White;North_archipelago;middle
YuG;2012;middle;12;60;White;North_archipelago;middle
YuG;2012;middle;13;0;White;North_archipelago;middle
YuG;2012;middle;14;30;White;North_archipelago;middle
YuG;2012;middle;15;0;White;North_archipelago;middle
ZRS;1994;middle;mbb1;550;White;North_archipelago;middle
ZRS;1994;middle;mbb2;350;White;North_archipelago;middle
ZRS;1995;middle;mbb1;480;White;North_archipelago;middle
ZRS;1995;middle;mbb2;500;White;North_archipelago;middle
ZRS;1996;middle;mbb1;130;White;North_archipelago;middle
ZRS;1996;middle;mbb2;390;White;North_archipelago;middle
ZRS;1997;middle;mbb1;130;White;North_archipelago;middle
ZRS;1997;middle;mbb2;310;White;North_archipelago;middle
ZRS;1998;middle;mbb1;570;White;North_archipelago;middle
ZRS;1998;middle;mbb2;940;White;North_archipelago;middle
ZRS;1999;middle;mbb1;9330;White;North_archipelago;middle
ZRS;1999;middle;mbb2;7730;White;North_archipelago;middle
ZRS;2000;middle;mbb1;2470;White;North_archipelago;middle
ZRS;2000;middle;mbb2;3350;White;North_archipelago;middle
ZRS;2001;middle;mbb1;2220;White;North_archipelago;middle
ZRS;2001;middle;mbb2;2810;White;North_archipelago;middle
ZRS;2002;middle;mbb1;2120;White;North_archipelago;middle
ZRS;2002;middle;mbb2;3260;White;North_archipelago;middle
ZRS;2003;middle;mbb1;1630;White;North_archipelago;middle
ZRS;2003;middle;mbb2;2230;White;North_archipelago;middle
ZRS;2004;middle;mbb1;2410;White;North_archipelago;middle
ZRS;2004;middle;mbb2;2300;White;North_archipelago;middle
ZRS;2005;middle;mbb1;1940;White;North_archipelago;middle
ZRS;2005;middle;mbb2;1710;White;North_archipelago;middle
ZRS;2006;middle;mbb1;630;White;North_archipelago;middle
ZRS;2006;middle;mbb2;960;White;North_archipelago;middle
ZRS;2007;middle;mbb1;870;White;North_archipelago;middle
ZRS;2007;middle;mbb2;1240;White;North_archipelago;middle
ZRS;2008;middle;mbb1;1380;White;North_archipelago;middle
ZRS;2008;middle;mbb2;2300;White;North_archipelago;middle
ZRS;2009;middle;mbb1;1810;White;North_archipelago;middle
ZRS;2009;middle;mbb2;1680;White;North_archipelago;middle
ZRS;2010;middle;mbb1;1220;White;North_archipelago;middle
ZRS;2010;middle;mbb2;2140;White;North_archipelago;middle
ZRS;2011;middle;mbb1;920;White;North_archipelago;middle
ZRS;2011;middle;mbb2;1990;White;North_archipelago;middle
ZRS;2012;middle;mbb1;570;White;North_archipelago;middle
ZRS;2012;middle;mbb2;1250;White;North_archipelago;middle
Abram;2005;middle;mk31;2830;Barents;Kola_bay;middle
Abram;2005;middle;mk32;3870;Barents;Kola_bay;middle
Nagornoe;2005;middle;mk33;480;Barents;Kola_bay;middle
Nagornoe;2005;middle;mk34;300;Barents;Kola_bay;middle
Retinskoe;2005;middle;mk35;960;Barents;Kola_bay;middle
Retinskoe;2005;middle;mk36;360;Barents;Kola_bay;middle
Ura;2005;middle;ura1;1720;Barents;West_Murman;middle
Ura;2005;middle;ura2;730;Barents;West_Murman;middle
Ura;2005;middle;ura3;1350;Barents;West_Murman;middle
DZ;2008;high;1;30;Barents;East_Murman;high
DZ;2008;high;2;90;Barents;East_Murman;high
DZ;2008;high;3;60;Barents;East_Murman;high
DZ;2008;high;4;30;Barents;East_Murman;high
DZ;2008;high;5;0;Barents;East_Murman;high
DZ;2008;high;6;0;Barents;East_Murman;high
DZ;2008;high;7;30;Barents;East_Murman;high
DZ;2008;high;8;0;Barents;East_Murman;high
DZ;2008;high;9;30;Barents;East_Murman;high
DZ;2008;high;10;30;Barents;East_Murman;high
DZ;2008;low;1;30;Barents;East_Murman;low
DZ;2008;low;2;60;Barents;East_Murman;low
DZ;2008;low;3;30;Barents;East_Murman;low
DZ;2008;low;4;60;Barents;East_Murman;low
DZ;2008;low;5;30;Barents;East_Murman;low
Pechenga;2005;middle;1;600;Barents;West_Murman;middle
Pechenga;2005;middle;2;1200;Barents;West_Murman;middle
Pechenga;2005;middle;3;500;Barents;West_Murman;middle
Lisya;2006;middle;sgl1;1300;White;Chupa_bay;middle
Lisya;2006;middle;sgl2;1420;White;Chupa_bay;middle
Lisya;2006;middle;sgl3;1680;White;Chupa_bay;middle
Lisya;2006;middle;sgl4;1100;White;Chupa_bay;middle
Lisya;2006;middle;sgl5;500;White;Chupa_bay;middle
Lisya;2006;middle;sgl6;540;White;Chupa_bay;middle
Lisya;2006;middle;sgl7;560;White;Chupa_bay;middle
Lisya;2006;middle;sgl8;2080;White;Chupa_bay;middle
Lisya;2006;middle;sgl9;2160;White;Chupa_bay;middle
Lisya;2006;middle;sgl10;2120;White;Chupa_bay;middle
Lisya;2006;low;ngl1;2960;White;Chupa_bay;low
Lisya;2006;low;ngl2;2760;White;Chupa_bay;low
Lisya;2006;low;ngl3;4880;White;Chupa_bay;low
Lisya;2006;low;ngl4;3480;White;Chupa_bay;low
Lisya;2006;low;ngl5;2440;White;Chupa_bay;low
Lisya;2006;low;ngl6;2920;White;Chupa_bay;low
Lisya;2006;low;ngl7;2040;White;Chupa_bay;low
Lisya;2006;low;ngl8;1740;White;Chupa_bay;low
Lisya;2006;low;ngl9;2260;White;Chupa_bay;low
Lisya;2006;low;ngl10;2840;White;Chupa_bay;low
Lisya;2006;subtidal;vsl1;900;White;Chupa_bay;subtidal
Lisya;2006;subtidal;vsl2;620;White;Chupa_bay;subtidal
Lisya;2006;subtidal;vsl3;560;White;Chupa_bay;subtidal
Lisya;2006;subtidal;vsl4;700;White;Chupa_bay;subtidal
Lisya;2006;subtidal;vsl5;2000;White;Chupa_bay;subtidal
Lisya;2006;subtidal;vsl6;940;White;Chupa_bay;subtidal
Lisya;2006;subtidal;vsl7;1500;White;Chupa_bay;subtidal
Lisya;2006;subtidal;vsl8;1400;White;Chupa_bay;subtidal
Lisya;2006;subtidal;vsl9;340;White;Chupa_bay;subtidal
Lisya;2006;subtidal;vsl10;1100;White;Chupa_bay;subtidal
Podpahta;2006;middle;sgl1;340;White;Chupa_bay;middle
Podpahta;2006;middle;sgl2;140;White;Chupa_bay;middle
Podpahta;2006;middle;sgl3;500;White;Chupa_bay;middle
Podpahta;2006;middle;sgl4;960;White;Chupa_bay;middle
Podpahta;2006;middle;sgl5;340;White;Chupa_bay;middle
Podpahta;2006;middle;sgl6;1460;White;Chupa_bay;middle
Podpahta;2006;middle;sgl7;500;White;Chupa_bay;middle
Podpahta;2006;middle;sgl8;1180;White;Chupa_bay;middle
Podpahta;2006;middle;sgl9;300;White;Chupa_bay;middle
Podpahta;2006;middle;sgl10;1160;White;Chupa_bay;middle
Podpahta;2006;low;ngl1;420;White;Chupa_bay;low
Podpahta;2006;low;ngl2;180;White;Chupa_bay;low
Podpahta;2006;low;ngl3;460;White;Chupa_bay;low
Podpahta;2006;low;ngl4;260;White;Chupa_bay;low
Podpahta;2006;low;ngl5;400;White;Chupa_bay;low
Podpahta;2006;low;ngl6;120;White;Chupa_bay;low
Podpahta;2006;low;ngl7;700;White;Chupa_bay;low
Podpahta;2006;low;ngl8;240;White;Chupa_bay;low
Podpahta;2006;low;ngl9;340;White;Chupa_bay;low
Podpahta;2006;low;ngl10;600;White;Chupa_bay;low
Suhaya;2006;middle;sgl1;940;White;Chupa_bay;middle
Suhaya;2006;middle;sgl2;2050;White;Chupa_bay;middle
Suhaya;2006;middle;sgl3;1110;White;Chupa_bay;middle
Suhaya;2006;middle;sgl4;970;White;Chupa_bay;middle
Suhaya;2006;middle;sgl5;1080;White;Chupa_bay;middle
Suhaya;2006;middle;sgl6;980;White;Chupa_bay;middle
Suhaya;2006;middle;sgl7;2220;White;Chupa_bay;middle
Suhaya;2006;middle;sgl8;800;White;Chupa_bay;middle
Suhaya;2006;middle;sgl9;560;White;Chupa_bay;middle
Suhaya;2006;middle;sgl10;940;White;Chupa_bay;middle
Suhaya;2006;low_zostera;ngl1;1640;White;Chupa_bay;low
Suhaya;2006;low_zostera;ngl2;780;White;Chupa_bay;low
Suhaya;2006;low_zostera;ngl3;920;White;Chupa_bay;low
Suhaya;2006;low_zostera;ngl4;620;White;Chupa_bay;low
Suhaya;2006;low_zostera;ngl5;1000;White;Chupa_bay;low
Suhaya;2006;low;ngl6;1060;White;Chupa_bay;low
Suhaya;2006;low;ngl7;1100;White;Chupa_bay;low
Suhaya;2006;low;ngl8;900;White;Chupa_bay;low
Suhaya;2006;low;ngl9;1400;White;Chupa_bay;low
Suhaya;2006;low;ngl10;1200;White;Chupa_bay;low
Klyushiha;2006;middle;sgl1;460;White;Chupa_bay;middle
Klyushiha;2006;middle;sgl2;360;White;Chupa_bay;middle
Klyushiha;2006;middle;sgl3;300;White;Chupa_bay;middle
Klyushiha;2006;middle;sgl4;820;White;Chupa_bay;middle
Klyushiha;2006;middle;sgl5;440;White;Chupa_bay;middle
Klyushiha;2006;middle;sgl6;240;White;Chupa_bay;middle
Klyushiha;2006;middle;sgl7;420;White;Chupa_bay;middle
Klyushiha;2006;middle;sgl8;600;White;Chupa_bay;middle
Klyushiha;2006;middle;sgl9;300;White;Chupa_bay;middle
Klyushiha;2006;middle;sgl10;500;White;Chupa_bay;middle
Klyushiha;2006;low;ngl1;300;White;Chupa_bay;low
Klyushiha;2006;low;ngl2;340;White;Chupa_bay;low
Klyushiha;2006;low;ngl3;200;White;Chupa_bay;low
Klyushiha;2006;low;ngl4;320;White;Chupa_bay;low
Klyushiha;2006;low;ngl5;420;White;Chupa_bay;low
Klyushiha;2006;low;ngl6;440;White;Chupa_bay;low
Klyushiha;2006;low;ngl7;440;White;Chupa_bay;low
Klyushiha;2006;low;ngl8;340;White;Chupa_bay;low
Klyushiha;2006;low;ngl9;340;White;Chupa_bay;low
Klyushiha;2006;low;ngl10;480;White;Chupa_bay;low
Klyushiha;2006;subtidal;vsl1;960;White;Chupa_bay;subtidal
Klyushiha;2006;subtidal;vsl2;1280;White;Chupa_bay;subtidal
Klyushiha;2006;subtidal;vsl3;1240;White;Chupa_bay;subtidal
Klyushiha;2006;subtidal;vsl4;1120;White;Chupa_bay;subtidal
Klyushiha;2006;subtidal;vsl5;1020;White;Chupa_bay;subtidal
Klyushiha;2006;subtidal;vsl6;1280;White;Chupa_bay;subtidal
Klyushiha;2006;subtidal;vsl7;1020;White;Chupa_bay;subtidal
Klyushiha;2006;subtidal;vsl8;820;White;Chupa_bay;subtidal
Klyushiha;2006;subtidal;vsl9;1360;White;Chupa_bay;subtidal
Klyushiha;2006;subtidal;vsl10;1260;White;Chupa_bay;subtidal
