year;tidal_level;sample
2008;middle;MSh4
2008;middle;MSh3
2008;middle;MSh5
2008;middle;MSh1
2008;middle;MSh1
2008;middle;MSh2
2008;middle;MSh2
2008;middle;MSh1
2008;middle;MSh5
2008;high;MSh6
2008;high;MSh6
2008;high;MSh7
2008;high;MSh10
2008;high;MSh7
