CRUISEINFO ,,,,,,,,,,
90,COUNTRY CODE,RUSSIA,,,,,,,,
,PROJECT ,Data archaeology and rescue,,,,,,,,
,INSTITUTE,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
,PLATFORM,,,,,,,,,
,CRUISE,,,,,,,,,
,REFERENCE,,,,,,,,,
,COUNTING,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
,VOUCHER,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
3,NUMBER,,,,,,,,,
STATION,733,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,1,4,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E
BOTTOM DEPTH,65,m,,
COMMENTS,UNDER ICE MESUREMENTS,,,

DETAILS,DEPTH,TEMP,SAL,
units,m,C,psu,
decimal places,0,1,1,
,0,-1,25.6,
,5,-1.2,27.4,
,10,-0.3,27.5,
,15,-0.2,27.5,
,25,-0.1,27.5,
,50,-0.1,27.6,
,65,-0.1,27.6,

STATION,740,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,1,11,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-1.1,22.9,,,,,,,
,5,-1.1,26.9,,,,,,,
,10,-1.1,27.2,,,,,,,
,15,-1.1,27.2,,,,,,,
,25,-1.1,27.2,,,,,,,
,50,-0.1,27.6,,,,,,,
,65,-0.1,27.6,,,,,,,

STATION,751,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,1,22,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.8,22.1,,,,,,,
,5,-1,27.3,,,,,,,
,10,-1.1,27.4,,,,,,,
,15,-1.1,27.5,,,,,,,
,25,-1.2,27.6,,,,,,,
,50,-1,27.7,,,,,,,
,65,-0.8,27.8,,,,,,,

STATION,760,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,1,31,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.8,20.3,,,,,,,
,5,-0.9,27,,,,,,,
,10,-1,27.5,,,,,,,
,15,-1.1,27.6,,,,,,,
,25,-1.1,27.7,,,,,,,
,50,-1.1,27.7,,,,,,,
,65,-0.9,27.8,,,,,,,

STATION,769,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,2,9,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.3,18.1,,,,,,,
,5,-1,27.3,,,,,,,
,10,-1,27.6,,,,,,,
,15,-0.9,27.7,,,,,,,
,25,-0.7,28,,,,,,,
,50,-0.3,28.2,,,,,,,
,65,-0.3,28.2,,,,,,,

STATION,779,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,2,19,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.7,11.7,,,,,,,
,5,-1,27.6,,,,,,,
,10,-1,28.1,,,,,,,
,15,-0.9,28.1,,,,,,,
,25,-0.6,28.1,,,,,,,
,50,-0.8,28.2,,,,,,,
,65,-0.3,28.4,,,,,,,

STATION,788,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,2,28,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.7,11.9,,,,,,,
,5,-0.9,27.4,,,,,,,
,10,-0.9,27.9,,,,,,,
,15,-0.9,28,,,,,,,
,25,-0.4,28.3,,,,,,,
,50,-0.4,28.6,,,,,,,
,65,-0.4,28.7,,,,,,,

STATION,799,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,3,11,1963

HEADERS,,, , , 
LAT END,66,19.5,,N,
LONG END,33,39.4,,E,
BOTTOM DEPTH,65,m,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,

DETAILS,DEPTH,TEMP,SAL,,
units,m,C,psu,,
decimal places,0,1,1,,
,0,-0.6,16.7,,
,5,-0.8,27.8,,
,10,-0.9,27.9,,
,15,-0.9,28,,
,25,-0.5,28.3,,
,50,-0.4,28.5,,
,65,-0.5,28.5,,,,,,,

STATION,809,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,3,21,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.6,10.4,,,,,,,
,5,-0.9,27.5,,,,,,,
,10,-0.9,28,,,,,,,
,15,-0.9,28,,,,,,,
,25,-1,28.1,,,,,,,
,50,-0.7,28.4,,,,,,,
,65,-0.6,28.5,,,,,,,

STATION,818,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,3,30,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.6,13.8,,,,,,,
,5,-0.9,27.1,,,,,,,
,10,-0.9,28,,,,,,,
,15,-0.9,28.1,,,,,,,
,25,-0.9,28.3,,,,,,,
,50,-0.8,28.6,,,,,,,
,65,-0.8,28.6,,,,,,,

STATION,827,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,4,8,1963

HEADERS,,, , , 
LAT END,66,19.5,,N,
LONG END,33,39.4,,E,
BOTTOM DEPTH,65,m,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,

DETAILS,DEPTH,TEMP,SAL,,
units,m,C,psu,,
decimal places,0,1,1,,
,0,-0.6,11.9,,
,5,-1.1,27.7,,
,10,-1.2,27.9,,
,15,-1.1,28,,
,25,-1,28.2,,
,50,-0.7,28.5,,
,65,-0.7,28.5,,

STATION,838,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,4,19,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.3,9,,,,,,,
,5,-0.9,27,,,,,,,
,10,-0.9,27.7,,,,,,,
,15,-0.9,27.8,,,,,,,
,25,-0.9,28.3,,,,,,,
,50,-0.9,28.7,,,,,,,
,65,-0.9,28.8,,,,,,,

STATION,863,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,5,14,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,8.5,7.3,,,,,,,
,5,0.5,26.3,,,,,,,
,10,-0.6,27.1,,,,,,,
,15,-1,27.7,,,,,,,
,25,-1,28.3,,,,,,,
,50,-0.9,28.6,,,,,,,
,65,-0.9,28.6,,,,,,,

STATION,872,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,5,23,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N
LONG END,33,39.4,,E
BOTTOM DEPTH,65,m,,
COMMENTS,,,,

DETAILS,DEPTH,TEMP,SAL,
units,m,C,psu,
decimal places,0,1,1,
,0,8.1,20,
,5,2.6,25,
,10,0.5,26.4,
,15,-0.3,27.3,
,25,-0.9,28,
,50,-1,28.5,
,65,-1,28.5,

STATION,880,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,5,31,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,9.2,22.8,,,,,,,
,5,7.7,23.3,,,,,,,
,10,1.5,26,,,,,,,
,15,0.4,27.3,,,,,,,
,25,-0.8,28,,,,,,,
,50,-1,28.6,,,,,,,
,65,-1,28.6,,,,,,,

STATION,892,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,6,12,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,9.2,23.5,,,,,,,
,5,8.8,23.6,,,,,,,
,10,7.9,24,,,,,,,
,15,4.2,27.2,,,,,,,
,25,-0.8,28.2,,,,,,,
,50,-1.1,28.8,,,,,,,
,65,-1.1,28.9,,,,,,,

STATION,904,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,6,24,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E
BOTTOM DEPTH,65,m,,
COMMENTS,,,,

DETAILS,DEPTH,TEMP,SAL,
units,m,C,psu,
decimal places,0,1,1,
,0,8.1,23.1,
,5,8.1,24,
,10,5.2,25.4,
,15,2.9,26.6,
,25,1.2,27.3,
,50,-0.5,28.2,
,65,-0.5,28.2,

STATION,921,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,11,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,11.7,24.9,,,,,,,
,5,10.4,25.2,,,,,,,
,10,9.5,25.4,,,,,,,
,15,5.8,27,,,,,,,
,25,0.4,27.8,,,,,,,
,50,-0.7,28.5,,,,,,,
,65,-0.7,28.5,,,,,,,

STATION,930,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,20,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,11.9,24.9,,,,,,,
,5,11.3,25,,,,,,,
,10,8,26.2,,,,,,,
,15,5.9,26.8,,,,,,,
,25,2.5,27.4,,,,,,,
,50,0.2,28,,,,,,,
,65,0.1,28.1,,,,,,,

STATION,941,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,31,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,14,25.3,,,,,,,
,5,10.8,26,,,,,,,
,10,8.5,26.3,,,,,,,
,15,6.3,26.8,,,,,,,
,25,2.6,27.4,,,,,,,
,50,0.7,27.9,,,,,,,
,65,0.7,27.9,,,,,,,

STATION,951,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,8,10,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,11.9,25.7,,,,,,,
,5,11.9,25.7,,,,,,,
,10,6.5,26.5,,,,,,,
,15,4.3,27.2,,,,,,,
,25,1,27.8,,,,,,,
,50,0.4,28.1,,,,,,,
,65,0.3,28.1,,,,,,,

STATION,957,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,8,16,1963

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,11.6,25.8,,,,,,,
,5,11.5,25.8,,,,,,,
,10,11.6,25.8,,,,,,,
,15,8.2,26.8,,,,,,,
,25,2.7,27.4,,,,,,,
,50,0.9,27.9,,,,,,,
,65,0.8,28,,,,,,,

STATION,970,,,,,,,,,
