CRUISEINFO ,,,,,,,,,,
90,COUNTRY CODE,RUSSIA,,,,,,,,
,PROJECT ,Data archaeology and rescue,,,,,,,,
,INSTITUTE,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
,PLATFORM,,,,,,,,,
,CRUISE,,,,,,,,,
,REFERENCE,,,,,,,,,
,COUNTING,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
,VOUCHER,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
3,NUMBER,,,,,,,,,
STATION,9875,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,1,15,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E
BOTTOM DEPTH,65,m,,
COMMENTS,UNDER ICE MESUREMENTS,,,

DETAILS,DEPTH,TEMP,SAL,
units,m,C,psu,
decimal places,0,1,1,
,0,-0.6,11.2,
,5,-0.9,26.2,
,10,-1,27,
,15,-1.1,27,
,25,-0.9,27.3,
,50,0.1,27.8,
,65,0.2,27.9,

STATION,9906,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,2,15,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-1,7.9,,,,,,,
,5,-1,23.5,,,,,,,
,10,-1,23.7,,,,,,,
,15,-1,26,,,,,,,
,25,-0.2,27.2,,,,,,,
,50,0,27.3,,,,,,,
,65,0,28.3,,,,,,,

STATION,9935,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,3,15,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-1.2,19.3,,,,,,,
,5,-1.2,24.7,,,,,,,
,10,-1,25.3,,,,,,,
,15,-0.9,26,,,,,,,
,25,-0.4,26.8,,,,,,,
,50,-0.2,27.6,,,,,,,
,65,-0.2,28.1,,,,,,,

STATION,9952,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,4,1,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.7,12.1,,,,,,,
,5,-1.3,23.9,,,,,,,
,10,-1.2,24.1,,,,,,,
,15,-1,26.9,,,,,,,
,25,-0.4,27.6,,,,,,,
,50,-0.4,28,,,,,,,
,65,-0.4,28.3,,,,,,,

STATION,10004,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,5,23,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,5.4,23,,,,,,,
,5,1,24,,,,,,,
,10,-0.3,24.3,,,,,,,
,15,-0.5,26.7,,,,,,,
,25,-0.6,27.6,,,,,,,
,50,-0.7,28,,,,,,,
,65,-0.8,28.4,,,,,,,

STATION,10015,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,6,3,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,6.3,24.1,,,,,,,
,5,6.2,24,,,,,,,
,10,5.6,24,,,,,,,
,15,1.5,25.8,,,,,,,
,25,-0.4,27.8,,,,,,,
,50,-0.8,28.2,,,,,,,
,65,-0.8,28.3,,,,,,,

STATION,10023,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,6,11,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,8,23.9,,,,,,,
,5,8,24,,,,,,,
,10,7.7,24,,,,,,,
,15,0.5,26.9,,,,,,,
,25,-0.4,27.5,,,,,,,
,50,-0.6,28,,,,,,,
,65,-0.8,28.1,,,,,,,

STATION,10032,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,6,20,1988

HEADERS,,, , , 
LAT END,66,19.5,,N,
LONG END,33,39.4,,E,
BOTTOM DEPTH,65,m,,,
COMMENTS,,,,,

DETAILS,DEPTH,TEMP,SAL,,
units,m,C,psu,,
decimal places,0,1,1,,
,0,10.1,22.9,,
,5,8,24.6,,
,10,1.3,24.9,,
,15,-0.3,27.2,,
,25,-0.5,27.4,,
,50,-0.9,27.9,,
,65,-0.9,28.3,,,,,,,

STATION,10042,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,6,30,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,15.6,23.1,,,,,,,
,5,13.6,25.8,,,,,,,
,10,6,26.2,,,,,,,
,15,1,27.1,,,,,,,
,25,0,27.3,,,,,,,
,50,-0.6,27.8,,,,,,,
,65,-0.7,27.8,,,,,,,

STATION,10051,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,9,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,14.4,24.8,,,,,,,
,5,14.4,25.2,,,,,,,
,10,12.7,25.5,,,,,,,
,15,10,25.7,,,,,,,
,25,4.2,26.4,,,,,,,
,50,0.4,27.7,,,,,,,
,65,0.3,27.7,,,,,,,

STATION,10061,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,19,1988

HEADERS,,, , , 
LAT END,66,19.5,,N,
LONG END,33,39.4,,E,
BOTTOM DEPTH,65,m,,,
COMMENTS,,,,,

DETAILS,DEPTH,TEMP,SAL,,
units,m,C,psu,,
decimal places,0,1,1,,
,0,15.8,24.2,,
,5,15.8,24.6,,
,10,12.5,25.3,,
,15,10.2,25.6,,
,25,4.6,26.6,,
,50,0.1,28.2,,
,65,0,28,,

STATION,10071,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,29,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,16.8,25,,,,,,,
,5,16.6,25.1,,,,,,,
,10,15,25.1,,,,,,,
,15,13,25.9,,,,,,,
,25,3.4,26.2,,,,,,,
,50,0,28,,,,,,,
,65,-0.1,28.2,,,,,,,

STATION,10083,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,8,10,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,15.4,25.4,,,,,,,
,5,15.4,25.5,,,,,,,
,10,15.4,25.5,,,,,,,
,15,15.4,25.5,,,,,,,
,25,12.5,25.6,,,,,,,
,50,2.4,27,,,,,,,
,65,2.4,27.4,,,,,,,

STATION,10095,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,8,22,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N
LONG END,33,39.4,,E
BOTTOM DEPTH,65,m,,
COMMENTS,,,,

DETAILS,DEPTH,TEMP,SAL,
units,m,C,psu,
decimal places,0,1,1,
,0,13.8,25.2,
,5,13.8,25.5,
,10,13.8,25.9,
,15,13,25.9,
,25,6,26.5,
,50,0.8,28.1,
,65,0.5,28.1,

STATION,10106,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,9,2,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,13.6,25.3,,,,,,,
,5,13.6,25.4,,,,,,,
,10,13.5,25.4,,,,,,,
,15,12,25.8,,,,,,,
,25,6.5,26.8,,,,,,,
,50,2.2,27.8,,,,,,,
,65,2,27.8,,,,,,,

STATION,10114,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,9,10,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,13.3,25.2,,,,,,,
,5,13.3,25.4,,,,,,,
,10,13.2,25.7,,,,,,,
,15,11.8,25.9,,,,,,,
,25,7,26.7,,,,,,,
,50,2.1,27.8,,,,,,,
,65,2,27.8,,,,,,,

STATION,10124,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,9,20,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E
BOTTOM DEPTH,65,m,,
COMMENTS,,,,

DETAILS,DEPTH,TEMP,SAL,
units,m,C,psu,
decimal places,0,1,1,
,0,10,25.3,
,5,10.3,25.3,
,10,10,25.3,
,15,7.8,26.3,
,25,2.5,27.7,
,50,0.5,28.2,
,65,0.5,28.2,

STATION,10135,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,10,1,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,7.3,25.9,,,,,,,
,5,7.3,26.2,,,,,,,
,10,7,26.5,,,,,,,
,15,5.5,26.9,,,,,,,
,25,4.4,27.3,,,,,,,
,50,2.1,27.9,,,,,,,
,65,2,27.8,,,,,,,

STATION,10146,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,10,12,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,5.2,26.5,,,,,,,
,5,5.2,26.6,,,,,,,
,10,5,26.8,,,,,,,
,15,4,27.2,,,,,,,
,25,1.2,27.9,,,,,,,
,50,0.3,28.3,,,,,,,
,65,0.2,28.3,,,,,,,

STATION,10154,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,10,20,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,4,26.3,,,,,,,
,5,4,26.5,,,,,,,
,10,4.1,26.7,,,,,,,
,15,4.2,26.7,,,,,,,
,25,3.9,26.9,,,,,,,
,50,1.3,28.2,,,,,,,
,65,1.1,28.4,,,,,,,

STATION,10167,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,11,2,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,0.6,26.7,,,,,,,
,5,0.7,26.8,,,,,,,
,10,0.7,26.9,,,,,,,
,15,0.7,26.9,,,,,,,
,25,0.6,27.3,,,,,,,
,50,0.3,28.4,,,,,,,
,65,0.1,28.5,,,,,,,

STATION,10181,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,11,16,1988

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.4,27.1
,5,-0.3,27.2
,10,-0.2,27.2
,15,-0.1,27.4
,25,0.1,27.6
,50,0.3,28.3
,65,0.3,28.5

