"B.mean.sqmeter";"B.sem.sqmeter"
"2002";13,925970842656;2,05833443995644
"2003";19,328813933627;2,24142642141101
"2004";22,8262591963641;3,77352927060283
"2005";29,8194823817722;4,83205549902594
"2006";28,5155432989242;6,98330179441266
"2007";18,8897746529482;3,14779279759801
"2008";24,7160667607552;2,90535583009873
