"Medvezhya";"Seldyanaya";"Medvezhya.1";"Seldyanaya.1"
"1987";5,33333333333333;3,65;1,40633487398193;1,02369651042413
"1988";3,15;9,8;0,789370673768706;3,62445398186633
"1989";5,16666666666667;20,4;1,02656630757023;6,14021353229855
"1990";3,55;11,8333333333333;1,02251176180536;4,38093897042932
"1991";6,5;25,9666666666667;1,43643076176102;12,3144367932664
"1992";5,65;22,2833333333333;1,25024240073918;6,32682879697741
"1993";3,6;25,75;1,31079434625795;5,25461557570912
"1994";15,1333333333333;11,5;2,72033123354529;9,81765570980994
"1995";22,7833333333333;13,05;5,36726657667108;12,8127865821608
"1996";20,75;35,5833333333333;3,4856524105643;6,94469312686044
"1997";31,6666666666667;20,1;5,56429817150502;4,01085647922856
"1998";18,4;12,15;4,33638587123453;4,53505704751797
"1999";34,45;62,7;16,9759388547438;37,389526162639
"2000";15,5166666666667;53,5833333333333;5,68602510922171;13,0217872983874
"2001";36,8333333333333;67,4333333333333;11,7845258922474;20,4805278301615
"2002";24,8333333333333;51,0333333333333;6,18869121785043;15,75024450668
"2003";24,9666666666667;69,2833333333333;5,02616386843119;14,5922448962149
"2004";28,9333333333333;74,5;7,18897865773812;11,2420342168726
"2005";23,8666666666667;84,2666666666667;4,75645228966279;23,8675427298161
"2006";31,05;81,0166666666667;7,36013525073357;14,0192607407513
"2007";27,5166666666667;63,2666666666667;5,49365795966383;10,9761817430546
"2008";18,3666666666667;57,4833333333333;5,33529320050487;12,8883188440643
"2009";25,3;61,1555555555556;6,92630033738333;11,9939233585539
"2010";21,9166666666667;45,5833333333333;5,75386343637425;12,4733038157823
"2011";36,6166666666667;71,1666666666667;8,79519353356874;11,9843037074974
"2012";30,0833333333333;49,9666666666667;7,02154512622371;15,1722400681926
"2013";24,9166666666667;28,4333333333333;6,96112400943608;8,55417081801845
