"sp_Nmean";"p_mean";"sp_Nmax";"p_max"
"more10mm";-0,245495126515491;0,557856585182126;-0,109108945117996;0,797038574188192
"more5.1mm";0,738095238095238;0,0458333333333333;0,80952380952381;0,0217757936507936
"more0.5mm";0,833333333333333;0,0153769841269841;0,952380952380953;0,00114087301587302
"more0.25mm";0,642857142857143;0,0961805555555556;0,547619047619048;0,170982142857143
"more0.1mm";-0,619047619047619;0,114980158730159;-0,666666666666667;0,0830853174603175
"less0.1mm";-0,166666666666667;0,703323412698413;-0,357142857142857;0,389384920634921
