2,21,1992,-1,-1.1,-1,-0.9,-0.5,0,0
4,1,1992,7,5.5,5,4.5,2,-0.5,-1.1
6,10,1992,7.2,5.8,5.2,4.7,2,-0.5,-1
6,20,1992,9.2,8.1,6,3,2,-0.5,-1
7,1,1992,9.6,9.6,9.4,7.3,5,-0.5,-0.7
7,9,1992,9.6,9,7.7,6,3,-0.6,-1
7,19,1992,12.4,11,9,7,3,-0.3,-0.5
7,30,1992,12.6,11.4,10.2,8,2.6,-0.1,-0.2
8,11,1992,12.2,12.2,11.6,10.5,4,0.5,0.2
8,22,1992,9,9,9,6.5,3.3,0.7,0.6
8,31,1992,8.5,8.7,8.3,7,4.3,1.8,1.7
9,10,1992,8.4,8.7,8.7,8.7,8.3,3.7,3.4
9,21,1992,9.6,9.6,8.6,8.3,8.3,4.7,4.4
10,1,1992,8.4,8.5,8.7,8.8,7.8,4,3.9
10,11,1992,6.2,6.3,6.6,6.1,3.7,1.8,1.5
10,22,1992,2.6,2.9,5,6.6,6.2,3.1,2.9
10,31,1992,1.5,1.5,1.5,1.5,1.7,2.3,1.9
11,10,1992,1,,,,,,2.3
