2,12,1981,-1.2,-1.3,-1.2,-1.1,-0.3,0.1,0.1
3,2,1981,-1.2,-1.2,-1.2,-1.2,-0.6,-0.2,-0.4
3,20,1981,-1.2,-1.2,-1.2,-1.2,-0.6,-0.2,-0.3
5,13,1981,-0.6,-0.3,-0.5,-0.7,-0.9,-0.9,-0.9
6,10,1981,8.2,5,1.8,0.6,-0.2,-0.9,-0.9
6,20,1981,8,7.5,5.5,4.6,0.7,-0.5,0
6,29,1981,12.8,10,6,5.2,3.9,0.5,0.2
7,10,1981,14.4,11.5,9.8,7.2,4.2,1.2,1.2
7,20,1981,12.7,13,8,5.8,4.3,0.8,0.7
8,1,1981,14.6,14.3,12.4,8.6,5.4,1.8,1.6
8,11,1981,13.8,14.2,13.9,12,4,0,0
8,20,1981,11.2,9,5.6,4,2.5,0.8,0.7
8,31,1981,10.6,10.6,10.6,10.6,5.2,2.2,2.1
9,10,1981,9.6,10,10.2,10.2,9,2,1.6
9,21,1981,7.5,8.8,8.6,7.3,3.4,1.4,1.3
9,29,1981,6.7,6.6,6.6,6.2,5,1.2,1
10,10,1981,7,7.1,7.2,6.8,5.2,1.7,1.6
10,21,1981,4.5,4.5,5,6,5.8,2.8,2.4
10,29,1981,4.2,4.3,4.3,4.8,4.6,2.4,2.2
11,11,1981,2.8,2.8,2.9,3,3.5,2.7,2.1
11,21,1981,2.1,2.1,2.2,3.2,3.2,1.5,1.1
11,30,1981,0.6,0.7,1.5,1.7,1.9,2,2.1
12,10,1981,0,0.1,0.1,0.1,0.1,0.2,0.3
12,20,1981,-1.2,-1.2,-1.2,-1.1,-0.1,0.9,0.9
