1,12,1984,-0.6,-1,-1.1,-1.1,-1.1,-0.9,-0.9
3,15,1984,-0.6,-1.1,-1,-0.5,-0.3,-0.7,-0.8
3,30,1984,-0.8,-1,-0.8,-0.6,-0.6,-0.6,-0.6
4,10,1984,-0.8,-1.2,-1,-0.7,-0.8,-0.6,-0.6
4,20,1984,-0.8,-1.1,-1,-0.7,-0.7,-0.6,-0.6
4,29,1984,0.4,-0.5,-0.5,-0.4,-0.8,-0.9,-0.9
5,10,1984,0.6,0.9,0.4,-0.1,-0.7,-0.9,-0.9
5,21,1984,7.4,3.5,1,-0.3,-0.8,-0.9,-0.9
5,31,1984,15,11.5,5,1,-0.5,-0.9,-0.9
6,9,1984,11.2,11,10,4.5,0.2,-0.7,-0.7
6,20,1984,13.2,6.5,2,0.6,-0.3,-0.8,-0.8
6,30,1984,14.6,14,11.4,9.8,2.5,-0.2,-0.3
7,9,1984,13.8,13.7,12,7.5,0.7,-0.8,-0.8
7,19,1984,13.8,13.8,11.7,9.6,4.5,0,-0.1
7,30,1984,15.6,13.3,11.5,10.1,5.8,1.7,1.3
8,11,1984,18,18.2,14.4,10,5.3,1.3,1.2
8,20,1984,13.8,14.1,14.1,13.9,5,0.9,0.6
8,30,1984,11.6,11.6,4.9,3,1.4,0.3,0.2
9,10,1984,9.2,9,7,5,2.4,1.2,1
9,21,1984,9,9,9,8.9,6.3,1.8,1.6
10,1,1984,7,7.3,7.5,7.4,6.5,3,2.8
10,11,1984,6,6.8,7,7,6.9,3.7,3.1
10,20,1984,5.3,5.6,6,6.4,6.7,4.6,4.2
10,30,1984,2.8,4.9,4.9,5,5.2,3,2.6
11,17,1984,3,3,3.3,3.7,4.2,2.1,1.5
12,15,1984,-0.9,-0.5,0,1.2,1.9,2,1.4
