6,1,1995,7.6,6.4,5.9,3,1.3,0,-0.6
6,10,1995,8.9,8,6.3,3.7,2,0,-0.2
6,20,1995,12.9,11.8,9,5.9,3.2,0,-0.2
7,1,1995,11.9,11.7,10.6,5.5,0,-1,-1
7,10,1995,12.8,12.8,12,5.5,2,-0.3,-0.4
7,20,1995,12.2,12,3.5,1.2,0.5,-0.1,-0.1
7,30,1995,11.8,7.8,7,4.3,1.5,0.2,0.2
8,30,1995,8.7,8.1,4.3,3.6,2,1,0.7
9,11,1995,8.6,8.8,8.7,7.5,4.6,3.2,3
9,23,1995,8.1,8.1,7.7,7.4,4.4,1.8,1.8
10,1,1995,7.6,7.6,7.6,7.2,5.8,3.4,3.3
10,10,1995,7.2,7.2,7.4,7.4,6.2,4.2,3.7
10,19,1995,6.1,6.1,6.2,6,6,2.6,2.4
10,30,1995,4.3,4.5,4.3,4.3,4.3,1.8,1.8
11,15,1995,0.4,1.3,1.7,2,2.1,1.7,2.1
12,6,1995,-1,0.2,0.6
