2,2,1980,-1,-1,-1,-0.7,-0.3,0,0
2,15,1980,-1.1,-1.2,-1.4,-1.5,-0.7,-0.1,-0.1
3,3,1980,-1,-1,-1,-0.8,-0.5,-0.1,0
3,19,1980,-1,-1,-1,-0.5,-0.2,-0.2,-0.2
4,10,1980,-0.8,-1,-1.1,-1,-0.7,-0.2,-0.2
4,21,1980,-1.2,-1.3,-1,-0.8,-0.3,-0.2,-0.2
4,29,1980,-0.2,-0.7,-0.4,-0.3,-0.3,-0.3,-0.3
5,20,1980,2.2,1.6,0.5,-0.2,-0.5,-0.6,-0.6
5,30,1980,6.4,5.2,2.8,1.4,0.1,-0.4,-0.4
6,11,1980,11.2,10.7,8.8,5,0.8,-0.2,-0.2
6,20,1980,13.3,11,8.2,3.6,0.2,-0.4,-0.4
6,29,1980,12.7,12.7,12.2,9,2.5,-0.2,-0.2
7,10,1980,14,13.6,13.2,12,3.8,0.3,0.3
7,21,1980,14.1,14.1,13.5,13,9.5,0.7,0.7
7,30,1980,16,15.7,14.7,12.4,6,1,0.9
8,11,1980,13.6,13.5,13.5,13.5,13.4,1.4,1
8,20,1980,14.7,14.6,14.1,13.6,10.2,1.6,1.2
8,28,1980,12.8,13.1,13.1,13.1,6.5,0.6,0.4
9,11,1980,11.2,11.2,11.1,10.6,5.8,1.5,1.5
9,21,1980,11.1,11.3,11.3,11.3,7.5,1.8,1.6
10,1,1980,8,8,4,2.7,1.5,0.5,0.5
10,11,1980,5.6,5.6,5.5,5.2,4.2,1.5,1.5
10,20,1980,5.7,5.7,5.6,5.5,5,1.4,1.2
11,1,1980,3,3,3,3,3,1.7,1.4
11,10,1980,1.7,1.7,1.7,1.7,1.7,0.1,0.1
11,19,1980,-0.6,0.1,0.3,0.8,0.9,0.2,0.1
11,28,1980,-1.4,-1.4,-1.4,-1.4,-1.4,0.3,0.4
