1,17,1990,-1.4,-1.3,-1.2,-1.2,-1,-0.6,-0.4
2,21,1990,-1,-1,-1,-1,-1,-0.7,-0.6
3,15,1990,-0.1,-0.1,-0.1,-0.1,-0.8,-0.5,-0.5
4,2,1990,-1,-1,-1,-1,-0.9,-0.6,-0.6
4,13,1990,-0.6,-0.7,-0.9,-1,-0.7,-0.7,-0.7
5,19,1990,3.2,3,0.2,-0.2,-0.6,-0.9,-0.9
5,30,1990,4.3,0.8,0.2,-0.2,-0.6,-0.8,-0.8
6,11,1990,6.7,5,3.8,3.6,2.5,-0.5,-0.6
6,19,1990,8,7.6,7,6.7,3.3,0.7,0.6
6,30,1990,10,8.5,8,6.8,5.4,2.1,1.9
7,11,1990,13.7,10.5,9.5,7,5,1.3,1.2
7,20,1990,15.1,14.9,12.5,12,5,1.2,1.1
7,31,1990,14,14,14,13.3,5,1.7,1.4
8,10,1990,14.6,14,12,7.5,4,2.3,2
8,20,1990,13.6,13.3,11.3,9.5,6.3,2.7,2.7
8,30,1990,13.1,13.1,13.1,12.5,6,3,2.4
9,9,1990,11.4,11.9,11.9,11.5,4.2,1.9,1.7
9,20,1990,10.4,10.9,10.9,10.5,5,2,1.7
10,1,1990,7.9,7.9,7.9,7.9,8.5,1.4,1
10,10,1990,6.4,6.5,6.9,6.9,6.4,2.3,2.2
10,20,1990,5.9,5.9,6,6.3,6,2.6,2.4
10,29,1990,4.2,4.2,4.2,4.3,2,0.4,0.3
11,14,1990,1.5,1.5,1.5,1.5,1.5,2.2,1.8
