1,10,1996,,,
2,22,1996,-1.1,-1,-0.6
3,26,1996,-1.2,-1.1,-1
4,26,1996,-0.9,-1.1,-1.1
6,2,1996,7.4,2.75,-0.4,-1.1
6,9,1996,8.1,2.2,1,-0.75
6,20,1996,6.8,5.9,0.04,-0.9
7,2,1996,9.9,7.93,2.57,-0.7
7,10,1996,7.4,6.4,1.4,-0.22
7,21,1996,12.4,10,8.8,6,3,0.8,0.5
7,31,1996,13.7,13.5,9.5,4.7,3,0.5,0.5
8,10,1996,15.8,11,7.5,5.6,3.2,1,1
8,21,1996,14.7,14,10,5.7,3.5,2,1.4
8,31,1996,12.7,10,5,4,2.5,1.4,1.3
9,10,1996,9.4,9.7,9.5,7,2.4,1.7,1.2
9,20,1996,7.9,8,8,8.2,8.1,3.7,3
9,30,1996,6.7,6.8,7.2,5.5,2.5,1.3,1
10,10,1996,5.6,5.6,5.6,5.3,4.1,2.2,2.1
10,20,1996,3.3,3.2,3,3,2.7,0,0
