2,18,1985,-0.8,-1,-0.9,-0.5,0.7,0.8,0.8
3,15,1985,-0.8,-1,-0.9,-0.3,0.5,0.4,0.4
4,1,1985,-0.8,0,0.5,0.5,0.2,-0.3,-0.4
4,11,1985,-1.2,-0.9,-0.5,-0.3,-0.3,-0.7,-0.7
4,20,1985,-0.7,-0.4,-0.1,0.2,0,-0.3,-0.3
4,30,1985,-0.7,-0.3,0,0.1,0.1,-0.1,-0.3
5,10,1985,-0.6,-0.4,-0.1,0,-0.1,-0.3,-0.3
5,20,1985,0.3,-0.2,-0.2,0,0.1,-0.1,-0.2
5,30,1985,0.8,-0.2,-0.2,-0.2,-0.5,-0.7,-0.7
6,10,1985,5.4,4,1.6,0.5,-0.3,-0.5,-0.5
6,20,1985,13.4,9,5.6,4,0.8,-0.3,-0.3
6,30,1985,11.6,11.6,11.4,4.7,1.2,0,-0.2
7,9,1985,14.6,12.2,10.5,6,0.8,-0.1,-0.1
7,21,1985,14.1,13.2,10,6.5,1,-0.2,-0.2
7,30,1985,14,13.4,13.3,13.1,3,0.2,0.2
8,9,1985,14.2,14,13.3,9.5,3.2,0.5,0.5
8,19,1985,14.6,14.6,14.2,11,2.7,0.1,0.1
8,19,1985,14.6,14.6,14.2,11,2.7,0.1,0.1
8,30,1985,13.1,13.1,12.2,8,2.7,0.4,0.3
9,9,1985,12,12,11.9,9.5,5.2,1.1,1
9,19,1985,11.1,11.1,11.1,10,4.4,2.2,2.2
9,29,1985,8.2,8.2,8.5,8.5,3.5,0,-0.2
10,10,1985,5.4,4.3,3.5,2.3,1.5,0.3,0.3
10,19,1985,3.3,3.3,3.3,3.3,3.1,1.7,1.7
10,31,1985,1.6,1.6,2.3,2.4,2.7,2,1.9
11,16,1985,1.9,2,2.1,2.1,2.1,2.5,2.5
