"x"
"1992";108
"1993";466,666666666667
"1994";1070
"1995";710
"1996";1320
"1997";570
"1998";1990
"1999";2460
"2000";3200
"2001";3270
"2002";1740
"2003";1730
"2004";1170
"2005";1630
"2006";1000
"2007";710
"2008";1710
"2009";1040
"2010";640
"2011";1010
"2012";1510
