"Length.int";"Var2";"Freq"
"152";"(19,20]";"1999";0
"153";"(1,2]";"2000";36,006168080185
"154";"(2,3]";"2000";20,2775636083269
"155";"(3,4]";"2000";12,3361603700848
"156";"(4,5]";"2000";6,09097918272938
"157";"(5,6]";"2000";5,70547417116422
"158";"(6,7]";"2000";5,47417116422513
"159";"(7,8]";"2000";4,93446414803392
"160";"(8,9]";"2000";3,00693909020817
"161";"(9,10]";"2000";1,5420200462606
"162";"(10,11]";"2000";1,5420200462606
"163";"(11,12]";"2000";1,5420200462606
"164";"(12,13]";"2000";0,848111025443331
"165";"(13,14]";"2000";0,38550501156515
"166";"(14,15]";"2000";0,30840400925212
"167";"(15,16]";"2000";0
"168";"(16,17]";"2000";0
"169";"(17,18]";"2000";0
"170";"(18,19]";"2000";0
"171";"(19,20]";"2000";0
"172";"(1,2]";"2001";12,0331950207469
"173";"(2,3]";"2001";16,597510373444
"174";"(3,4]";"2001";16,597510373444
"175";"(4,5]";"2001";12,8630705394191
"176";"(5,6]";"2001";11,5145228215768
"177";"(6,7]";"2001";8,19502074688797
"178";"(7,8]";"2001";7,98755186721992
"179";"(8,9]";"2001";6,12033195020747
"180";"(9,10]";"2001";2,0746887966805
"181";"(10,11]";"2001";1,97095435684647
"182";"(11,12]";"2001";1,6597510373444
"183";"(12,13]";"2001";1,2448132780083
"184";"(13,14]";"2001";0,829875518672199
"185";"(14,15]";"2001";0,20746887966805
"186";"(15,16]";"2001";0
"187";"(16,17]";"2001";0,103734439834025
"188";"(17,18]";"2001";0
"189";"(18,19]";"2001";0
"190";"(19,20]";"2001";0
"191";"(1,2]";"2002";16,9871794871795
"192";"(2,3]";"2002";11,2179487179487
"193";"(3,4]";"2002";13,1410256410256
"194";"(4,5]";"2002";11,8589743589744
"195";"(5,6]";"2002";13,9423076923077
"196";"(6,7]";"2002";11,5384615384615
"197";"(7,8]";"2002";8,49358974358974
"198";"(8,9]";"2002";5,92948717948718
"199";"(9,10]";"2002";2,88461538461538
"200";"(10,11]";"2002";1,28205128205128
"201";"(11,12]";"2002";1,6025641025641
"202";"(12,13]";"2002";0,641025641025641
"203";"(13,14]";"2002";0,16025641025641
"204";"(14,15]";"2002";0,32051282051282
"205";"(15,16]";"2002";0
"206";"(16,17]";"2002";0
"207";"(17,18]";"2002";0
"208";"(18,19]";"2002";0
"209";"(19,20]";"2002";0
"210";"(1,2]";"2003";21,7237308146399
"211";"(2,3]";"2003";4,95867768595041
"212";"(3,4]";"2003";6,25737898465171
"213";"(4,5]";"2003";7,91027154663518
"214";"(5,6]";"2003";12,0425029515939
"215";"(6,7]";"2003";13,4592680047225
"216";"(7,8]";"2003";11,8063754427391
"217";"(8,9]";"2003";9,09090909090909
"218";"(9,10]";"2003";5,19480519480519
"219";"(10,11]";"2003";2,36127508854782
"220";"(11,12]";"2003";2,00708382526564
"221";"(12,13]";"2003";0,708382526564345
"222";"(13,14]";"2003";1,2987012987013
"223";"(14,15]";"2003";0,590318772136954
"224";"(15,16]";"2003";0,236127508854782
"225";"(16,17]";"2003";0,354191263282172
"226";"(17,18]";"2003";0
"227";"(18,19]";"2003";0
"228";"(19,20]";"2003";0
"229";"(1,2]";"2004";28,695652173913
"230";"(2,3]";"2004";7,53623188405797
"231";"(3,4]";"2004";5,50724637681159
"232";"(4,5]";"2004";4,92753623188406
"233";"(5,6]";"2004";4,20289855072464
"234";"(6,7]";"2004";6,81159420289855
"235";"(7,8]";"2004";9,56521739130435
"236";"(8,9]";"2004";11,5942028985507
"237";"(9,10]";"2004";8,11594202898551
"238";"(10,11]";"2004";7,10144927536232
"239";"(11,12]";"2004";3,91304347826087
"240";"(12,13]";"2004";0,72463768115942
"241";"(13,14]";"2004";0,579710144927536
"242";"(14,15]";"2004";0,289855072463768
"243";"(15,16]";"2004";0,434782608695652
"244";"(16,17]";"2004";0
"245";"(17,18]";"2004";0
"246";"(18,19]";"2004";0
"247";"(19,20]";"2004";0
"248";"(1,2]";"2005";21,6467463479416
"249";"(2,3]";"2005";6,37450199203187
"250";"(3,4]";"2005";6,10889774236388
"251";"(4,5]";"2005";5,71049136786189
"252";"(5,6]";"2005";6,90571049136786
"253";"(6,7]";"2005";8,89774236387782
"254";"(7,8]";"2005";10,7569721115538
"255";"(8,9]";"2005";14,8738379814077
"256";"(9,10]";"2005";7,96812749003984
"257";"(10,11]";"2005";6,24169986719787
"258";"(11,12]";"2005";3,18725099601594
"259";"(12,13]";"2005";0,929614873837981
"260";"(13,14]";"2005";0,398406374501992
"261";"(14,15]";"2005";0
"262";"(15,16]";"2005";0
"263";"(16,17]";"2005";0
"264";"(17,18]";"2005";0
"265";"(18,19]";"2005";0
"266";"(19,20]";"2005";0
"267";"(1,2]";"2006";33,8768115942029
"268";"(2,3]";"2006";4,16666666666667
"269";"(3,4]";"2006";4,16666666666667
"270";"(4,5]";"2006";3,98550724637681
"271";"(5,6]";"2006";4,71014492753623
"272";"(6,7]";"2006";6,88405797101449
"273";"(7,8]";"2006";8,69565217391304
"274";"(8,9]";"2006";9,96376811594203
"275";"(9,10]";"2006";12,6811594202899
"276";"(10,11]";"2006";7,06521739130435
"277";"(11,12]";"2006";2,53623188405797
"278";"(12,13]";"2006";1,08695652173913
"279";"(13,14]";"2006";0,181159420289855
"280";"(14,15]";"2006";0
"281";"(15,16]";"2006";0
"282";"(16,17]";"2006";0
"283";"(17,18]";"2006";0
"284";"(18,19]";"2006";0
"285";"(19,20]";"2006";0
"286";"(1,2]";"2007";50,0974658869396
"287";"(2,3]";"2007";5,0682261208577
"288";"(3,4]";"2007";2,53411306042885
"289";"(4,5]";"2007";3,7037037037037
"290";"(5,6]";"2007";1,75438596491228
"291";"(6,7]";"2007";2,14424951267056
"292";"(7,8]";"2007";4,48343079922027
"293";"(8,9]";"2007";9,74658869395711
"294";"(9,10]";"2007";9,55165692007797
"295";"(10,11]";"2007";7,99220272904483
"296";"(11,12]";"2007";1,94931773879142
"297";"(12,13]";"2007";0,779727095516569
"298";"(13,14]";"2007";0,194931773879142
"299";"(14,15]";"2007";0
"300";"(15,16]";"2007";0
"301";"(16,17]";"2007";0
"302";"(17,18]";"2007";0
"303";"(18,19]";"2007";0
"304";"(19,20]";"2007";0
"305";"(1,2]";"2008";33,8680926916221
"306";"(2,3]";"2008";19,2513368983957
"307";"(3,4]";"2008";9,26916221033868
"308";"(4,5]";"2008";6,06060606060606
"309";"(5,6]";"2008";4,27807486631016
"310";"(6,7]";"2008";4,81283422459893
"311";"(7,8]";"2008";3,20855614973262
"312";"(8,9]";"2008";5,70409982174688
"313";"(9,10]";"2008";3,38680926916221
"314";"(10,11]";"2008";4,99108734402852
"315";"(11,12]";"2008";2,67379679144385
"316";"(12,13]";"2008";1,60427807486631
"317";"(13,14]";"2008";0,53475935828877
"318";"(14,15]";"2008";0
"319";"(15,16]";"2008";0
"320";"(16,17]";"2008";0
"321";"(17,18]";"2008";0
"322";"(18,19]";"2008";0
"323";"(19,20]";"2008";0,35650623885918
"324";"(1,2]";"2009";30,9090909090909
"325";"(2,3]";"2009";12,7272727272727
"326";"(3,4]";"2009";8,40909090909091
"327";"(4,5]";"2009";4,54545454545455
"328";"(5,6]";"2009";5,68181818181818
"329";"(6,7]";"2009";6,13636363636364
"330";"(7,8]";"2009";5,45454545454545
"331";"(8,9]";"2009";6,81818181818182
"332";"(9,10]";"2009";6,81818181818182
"333";"(10,11]";"2009";5,45454545454545
"334";"(11,12]";"2009";4,09090909090909
"335";"(12,13]";"2009";1,59090909090909
"336";"(13,14]";"2009";1,13636363636364
"337";"(14,15]";"2009";0
"338";"(15,16]";"2009";0
"339";"(16,17]";"2009";0,227272727272727
"340";"(17,18]";"2009";0
"341";"(18,19]";"2009";0
"342";"(19,20]";"2009";0
"343";"(1,2]";"2010";6,89655172413793
"344";"(2,3]";"2010";16,256157635468
"345";"(3,4]";"2010";9,11330049261084
"346";"(4,5]";"2010";12,3152709359606
"347";"(5,6]";"2010";13,7931034482759
"348";"(6,7]";"2010";8,12807881773399
"349";"(7,8]";"2010";9,11330049261084
"350";"(8,9]";"2010";4,67980295566502
"351";"(9,10]";"2010";6,1576354679803
"352";"(10,11]";"2010";7,38916256157635
"353";"(11,12]";"2010";2,95566502463054
"354";"(12,13]";"2010";1,72413793103448
"355";"(13,14]";"2010";0,985221674876847
"356";"(14,15]";"2010";0,246305418719212
"357";"(15,16]";"2010";0,246305418719212
"358";"(16,17]";"2010";0
"359";"(17,18]";"2010";0
"360";"(18,19]";"2010";0
"361";"(19,20]";"2010";0
"362";"(1,2]";"2011";21,1864406779661
"363";"(2,3]";"2011";15,7627118644068
"364";"(3,4]";"2011";16,6101694915254
"365";"(4,5]";"2011";11,864406779661
"366";"(5,6]";"2011";6,94915254237288
"367";"(6,7]";"2011";4,40677966101695
"368";"(7,8]";"2011";4,23728813559322
"369";"(8,9]";"2011";7,6271186440678
"370";"(9,10]";"2011";4,23728813559322
"371";"(10,11]";"2011";3,38983050847458
"372";"(11,12]";"2011";1,69491525423729
"373";"(12,13]";"2011";1,69491525423729
"374";"(13,14]";"2011";0
"375";"(14,15]";"2011";0
"376";"(15,16]";"2011";0,338983050847458
"377";"(16,17]";"2011";0
"378";"(17,18]";"2011";0
"379";"(18,19]";"2011";0
"380";"(19,20]";"2011";0
"381";"(1,2]";"2012";17,5337186897881
"382";"(2,3]";"2012";12,1387283236994
"383";"(3,4]";"2012";6,74373795761079
"384";"(4,5]";"2012";7,12909441233141
"385";"(5,6]";"2012";5,58766859344894
"386";"(6,7]";"2012";10,019267822736
"387";"(7,8]";"2012";10,019267822736
"388";"(8,9]";"2012";9,63391136801541
"389";"(9,10]";"2012";8,09248554913295
"390";"(10,11]";"2012";6,74373795761079
"391";"(11,12]";"2012";2,89017341040462
"392";"(12,13]";"2012";1,92678227360308
"393";"(13,14]";"2012";1,15606936416185
"394";"(14,15]";"2012";0,385356454720617
"395";"(15,16]";"2012";0
"396";"(16,17]";"2012";0
"397";"(17,18]";"2012";0
"398";"(18,19]";"2012";0
"399";"(19,20]";"2012";0
