"x"
"1992";13,3333333333333
"1993";96,6666666666667
"1994";380
"1995";830
"1996";390
"1997";290
"1998";780
"1999";1750
"2000";720
"2001";800
"2002";900
"2003";1450
"2004";1430
"2005";820
"2006";760
"2007";630
"2008";640
"2009";430
"2010";1050
"2011";820
"2012";820
