"x"
"1992";85
"1993";143,333333333333
"1994";1150
"1995";200
"1996";260
"1997";150
"1998";760
"1999";1790
"2000";3930
"2001";2630
"2002";2030
"2003";1670
"2004";1520
"2005";2260
"2006";1430
"2007";830
"2008";680
"2009";1180
"2010";870
"2011";1870
"2012";1470
