CRUISEINFO ,,,,,,,,,,
90,COUNTRY CODE,RUSSIA,,,,,,,,
,PROJECT ,Data archaeology and rescue,,,,,,,,
,INSTITUTE,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
,PLATFORM,,,,,,,,,
,CRUISE,,,,,,,,,
,REFERENCE,,,,,,,,,
,COUNTING,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
,VOUCHER,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
3,NUMBER,,,,,,,,,
STATION,7676,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,1,7,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E
BOTTOM DEPTH,65,m,,
COMMENTS,UNDER ICE MESUREMENTS,,,

DETAILS,DEPTH,TEMP,SAL,
units,m,C,psu,
decimal places,0,1,1,
,0,-0.6,10.6,
,5,-0.9,16.8,
,10,-1.1,17.1,
,15,-1,25.4,
,25,0.4,25.4,
,50,-0.6,27,
,65,-0.7,27.5,

STATION,7700,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,1,31,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.8,10.3,,,,,,,
,5,-0.2,11.4,,,,,,,
,10,-0.1,11.7,,,,,,,
,15,-0.3,23.6,,,,,,,
,25,0.1,26.1,,,,,,,
,50,0.3,27,,,,,,,
,65,0.3,27.9,,,,,,,

STATION,7716,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,2,16,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.5,16.6,,,,,,,
,5,-0.5,18.4,,,,,,,
,10,-0.5,18.7,,,,,,,
,15,-0.7,26.3,,,,,,,
,25,-0.3,26.5,,,,,,,
,50,0,27.7,,,,,,,
,65,0,28.1,,,,,,,

STATION,7743,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,3,15,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.6,24.5,,,,,,,
,5,-0.6,23.6,,,,,,,
,10,-0.7,20.5,,,,,,,
,15,-0.2,26.9,,,,,,,
,25,-0.1,27.5,,,,,,,
,50,-0.6,28.5,,,,,,,
,65,-0.6,29,,,,,,,

STATION,7759,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,3,31,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.4,12.4,,,,,,,
,5,-0.9,17.5,,,,,,,
,10,-0.9,17.8,,,,,,,
,15,-1.2,26.6,,,,,,,
,25,-1.2,27.3,,,,,,,
,50,-0.4,28.3,,,,,,,
,65,-0.4,28.5,,,,,,,

STATION,7768,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,4,9,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.4,10.3,,,,,,,
,5,-0.9,14.1,,,,,,,
,10,-0.9,14.4,,,,,,,
,15,-1.1,26.2,,,,,,,
,25,-0.9,26.9,,,,,,,
,50,-0.5,28.8,,,,,,,
,65,-0.5,28.3,,,,,,,

STATION,7774,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,4,15,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,-0.5,12.1,,,,,,,
,5,-0.9,19.5,,,,,,,
,10,-1.1,19.7,,,,,,,
,15,-1.2,26.9,,,,,,,
,25,-1,27.6,,,,,,,
,50,-0.5,28.9,,,,,,,
,65,-0.5,29.1,,,,,,,

STATION,7779,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,4,20,1982

HEADERS,,, , , 
LAT END,66,19.5,,N,
LONG END,33,39.4,,E,
BOTTOM DEPTH,65,m,,,
COMMENTS,,,,,

DETAILS,DEPTH,TEMP,SAL,,
units,m,C,psu,,
decimal places,0,1,1,,
,0,-0.4,9.9,,
,5,-0.7,12.1,,
,10,-1.1,12.4,,
,15,-1.1,25.8,,
,25,-1,27.1,,
,50,-0.5,28.7,,
,65,-0.5,28.9,,,,,,,

STATION,7789,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,4,30,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,0.1,1.8,,,,,,,
,5,-0.4,25.7,,,,,,,
,10,-0.7,26.4,,,,,,,
,15,-0.9,26.7,,,,,,,
,25,-0.9,27.6,,,,,,,
,50,-0.6,28.2,,,,,,,
,65,-0.6,28.3,,,,,,,

STATION,7809,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,5,20,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,3.7,14.4,,,,,,,
,5,0.9,15.6,,,,,,,
,10,0.4,15.9,,,,,,,
,15,-0.1,26.4,,,,,,,
,25,-0.6,26.5,,,,,,,
,50,-0.8,27.8,,,,,,,
,65,-0.8,28.2,,,,,,,

STATION,7819,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,5,30,1982

HEADERS,,, , , 
LAT END,66,19.5,,N,
LONG END,33,39.4,,E,
BOTTOM DEPTH,65,m,,,
COMMENTS,,,,,

DETAILS,DEPTH,TEMP,SAL,,
units,m,C,psu,,
decimal places,0,1,1,,
,0,4.3,20.9,,
,5,4.1,21.5,,
,10,2.5,21.7,,
,15,0.3,26.7,,
,25,-0.5,26.9,,
,50,-0.7,28,,
,65,-0.7,28.2,,

STATION,7830,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,6,10,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,5.4,23.3,,,,,,,
,5,5.4,23.5,,,,,,,
,10,5.4,23.6,,,,,,,
,15,2.5,25.4,,,,,,,
,25,0.5,25.8,,,,,,,
,50,-0.7,28,,,,,,,
,65,-0.8,28,,,,,,,

STATION,7840,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,6,20,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,6.8,20.8,,,,,,,
,5,4.3,21.3,,,,,,,
,10,2.5,21.5,,,,,,,
,15,1.4,24.4,,,,,,,
,25,0.1,26.7,,,,,,,
,50,-0.7,27.8,,,,,,,
,65,-0.8,27.8,,,,,,,

STATION,7851,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,1,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N
LONG END,33,39.4,,E
BOTTOM DEPTH,65,m,,
COMMENTS,,,,

DETAILS,DEPTH,TEMP,SAL,
units,m,C,psu,
decimal places,0,1,1,
,0,11,21.7,
,5,7,22,
,10,5,22.2,
,15,2.1,26.7,
,25,1.2,27.2,
,50,0.1,27.6,
,65,0,27.4,

STATION,7860,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,10,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,12.9,21.3,,,,,,,
,5,12.3,23,,,,,,,
,10,7.5,24,,,,,,,
,15,5.5,24.2,,,,,,,
,25,3.6,25.6,,,,,,,
,50,1,27.2,,,,,,,
,65,0.4,27.4,,,,,,,

STATION,7871,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,21,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,12.5,23.8,,,,,,,
,5,11,25.1,,,,,,,
,10,4.3,25.6,,,,,,,
,15,3,26.4,,,,,,,
,25,1.2,26.4,,,,,,,
,50,0.3,27.8,,,,,,,
,65,0.3,27.6,,,,,,,

STATION,7880,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,30,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E
BOTTOM DEPTH,65,m,,
COMMENTS,,,,

DETAILS,DEPTH,TEMP,SAL,
units,m,C,psu,
decimal places,0,1,1,
,0,13.8,23.6,
,5,13.7,23.8,
,10,10,24,
,15,4,25.6,
,25,2,26.2,
,50,0.5,27.2,
,65,0.4,27.2,

STATION,7891,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,8,10,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,12.2,22.9,,,,,,,
,5,7,26.1,,,,,,,
,10,4.6,26.7,,,,,,,
,15,2.2,27.2,,,,,,,
,25,1.5,26.9,,,,,,,
,50,0.1,27.2,,,,,,,
,65,0,27.9,,,,,,,

STATION,7901,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,8,20,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,11.3,23.5,,,,,,,
,5,10.4,24.1,,,,,,,
,10,10.2,25.1,,,,,,,
,15,9.9,25.1,,,,,,,
,25,6.6,26.4,,,,,,,
,50,2.1,26.7,,,,,,,
,65,1.8,26.9,,,,,,,

STATION,7911,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,8,30,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,11.2,24.4,,,,,,,
,5,11.2,24.5,,,,,,,
,10,10.8,24.9,,,,,,,
,15,10,25.8,,,,,,,
,25,7.2,25.8,,,,,,,
,50,1.8,27.2,,,,,,,
,65,1.8,27.4,,,,,,,

STATION,7922,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,9,10,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,9.9,25.3,,,,,,,
,5,9.9,25.3,,,,,,,
,10,9.9,25.3,,,,,,,
,15,9.1,25.6,,,,,,,
,25,3.2,26.4,,,,,,,
,50,0.4,27.8,,,,,,,
,65,0.3,28,,,,,,,

STATION,7933,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,9,21,1982

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
COMMENTS,,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,,,,,,,
units,m,C,psu,,,,,,,
decimal places,0,1,1,,,,,,,
,0,7.9,25.1,,,,,,,
,5,7.8,25.3,,,,,,,
,10,7.7,25.8,,,,,,,
,15,4,26.2,,,,,,,
,25,2.1,26.4,,,,,,,
,50,1.3,27.2,,,,,,,
,65,1.3,27.4,,,,,,,

STATION,7942,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,9,30,1982

HEADERS,,, , , ,,,,,
