"Df";"Sum Sq";"Mean Sq";"F value";"Pr(>F)"
"ishodnik$area[ishodnik$age == 1]";2;3,03847953216374;1,51923976608187;21,2913934794323;5,19617751161408e-08
"Residuals";73;5,20888888888889;0,0713546423135464;NA;NA
